Symbol	h1u0hetero	h1u10hetero	h1u100hetero	h1u500hetero
symb3master_44492	0.00	0.18	0.24	0.19
symb3master_44493	0.87	1.31	0.81	0.78
symb3master_44494	0.63	0.13	0.06	0.56
symb3master_44495	0.04	0.00	0.12	0.12
symb3master_44496	0.30	0.15	0.29	0.00
symb3master_44497	15.21	18.58	19.59	18.27
symb3master_44498	14.39	14.12	13.76	13.53
symb3master_44499	3.04	1.49	3.03	3.07
symb3master_44500	0.37	0.15	0.19	0.00
symb3master_44501	0.00	0.20	0.14	0.00
symb3master_44502	0.89	0.58	0.78	0.00
symb3master_44503	0.27	0.53	0.14	0.30
symb3master_44504	0.10	0.10	0.13	0.07
symb3master_44505	0.52	0.47	0.74	0.36
symb3master_44506	0.67	0.33	0.83	0.36
symb3master_44507	0.00	0.12	0.11	0.17
symb3master_44508	0.07	0.14	0.19	0.00
symb3master_44509	9.21	10.73	9.35	9.22
symb3master_44510	0.17	0.08	0.40	0.41
symb3master_44511	2.18	1.48	1.99	1.16
symb3master_44513	0.00	0.10	0.26	0.00
symb3master_44514	0.20	0.19	0.34	0.27
symb3master_44515	25.83	27.24	30.24	28.68
symb3master_44516	0.05	0.14	0.37	0.46
symb3master_44517	13.72	11.84	13.45	12.23
symb3master_44518	0.08	0.15	0.10	0.11
symb3master_44519	0.66	0.42	0.54	0.42
symb3master_44520	21.29	22.88	22.05	22.56
symb3master_44523	0.00	0.08	0.00	0.12
symb3master_44524	0.07	0.43	0.19	0.40
symb3master_44525	29.85	30.57	34.07	33.99
symb3master_44527	1.94	1.39	2.12	3.27
symb3master_44528	0.15	0.44	0.20	0.34
symb3master_44529	34.03	33.40	22.64	23.11
symb3master_44531	0.00	0.11	0.14	0.15
symb3master_44532	5.85	4.12	6.13	5.14
symb3master_44533	10.02	8.24	8.18	6.68
symb3master_44534	29.38	30.87	33.67	31.88
symb3master_44535	4.71	4.96	3.92	5.40
symb3master_44536	0.00	0.09	0.06	0.00
symb3master_44537	2.33	3.02	1.73	2.02
symb3master_44538	0.17	0.04	0.23	0.30
symb3master_44539	1.62	1.54	1.67	1.41
symb3master_44540	0.84	0.61	0.52	0.78
symb3master_44541	0.74	0.41	0.70	0.44
symb3master_44542	0.44	0.29	0.10	0.20
symb3master_44543	0.26	0.34	0.63	0.60
symb3master_44544	1.69	1.99	1.63	1.14
symb3master_44545	0.40	0.20	0.07	0.00
symb3master_44546	0.16	0.24	0.11	0.00
symb3master_44547	0.47	0.23	0.31	0.00
symb3master_44548	153.76	146.68	152.93	154.56
symb3master_44549	0.54	1.00	0.72	0.84
symb3master_44550	4.94	5.97	4.06	3.36
symb3master_44551	6.40	6.96	7.33	6.63
symb3master_44552	9.05	11.30	9.93	11.05
symb3master_44553	1.14	0.91	1.09	0.94
symb3master_44555	10.94	10.84	10.11	10.00
symb3master_44556	0.15	0.76	0.41	0.21
symb3master_44557	2.04	2.12	2.11	1.80
symb3master_44558	5.90	5.84	4.65	4.19
symb3master_44559	13.74	12.43	14.85	13.07
symb3master_44560	1.32	1.25	1.61	1.15
symb3master_44561	5.83	4.85	4.86	5.27
symb3master_44562	3.06	2.26	2.43	2.77
symb3master_44563	1.06	0.50	0.45	0.23
symb3master_44564	2.30	2.10	1.79	1.87
symb3master_44565	0.29	0.42	0.19	0.33
symb3master_44566	0.17	0.26	0.22	1.13
symb3master_44567	0.37	0.33	0.40	0.14
symb3master_44568	0.00	0.68	0.28	0.00
symb3master_44569	0.47	0.55	0.84	0.42
symb3master_44570	0.00	0.00	0.00	0.00
symb3master_44571	0.27	0.62	0.48	0.25
symb3master_44572	1.38	1.36	1.91	1.70
symb3master_44573	47.65	48.42	40.89	40.42
symb3master_44574	8.44	10.33	11.62	12.04
symb3master_44575	4.00	3.79	3.98	4.61
symb3master_44576	2.37	1.75	1.56	2.68
symb3master_44577	0.87	0.94	1.15	0.29
symb3master_44578	12.59	11.42	10.51	10.69
symb3master_44579	3.95	4.14	4.01	4.03
symb3master_44580	0.42	0.33	0.42	0.42
symb3master_44581	0.34	0.79	0.55	1.16
symb3master_44582	0.25	0.40	0.40	0.71
symb3master_44583	0.00	0.07	0.00	0.00
symb3master_44584	0.20	0.20	0.27	0.50
symb3master_44586	8.32	7.95	7.93	7.65
symb3master_44587	34.49	36.81	41.10	40.38
symb3master_44588	6.22	5.99	5.48	5.19
symb3master_44589	2.71	3.02	2.38	3.00
symb3master_44590	1.23	1.04	0.99	1.77
symb3master_44591	0.86	0.63	0.57	0.96
symb3master_44592	5.99	3.75	5.03	3.47
symb3master_44593	0.41	0.53	0.43	0.57
symb3master_44594	4.94	4.69	3.03	2.34
symb3master_44595	0.16	0.31	0.15	0.34
symb3master_44596	128.91	127.11	118.43	116.05
symb3master_44597	6.23	5.65	7.50	5.70
symb3master_44598	28.06	27.58	29.52	29.04
symb3master_44599	1.10	0.94	1.14	0.86
symb3master_44600	11.09	10.87	10.59	10.61
symb3master_44601	0.46	0.59	0.49	0.32
symb3master_44602	10.40	9.82	10.22	11.50
symb3master_44603	15.64	15.89	23.20	23.12
symb3master_44605	9.46	9.21	10.43	10.59
symb3master_44606	9.92	10.44	8.71	8.15
symb3master_44607	3.49	3.23	3.12	2.13
symb3master_44608	0.62	0.42	0.57	0.00
symb3master_44609	1.06	1.19	1.01	1.42
symb3master_44610	39.09	41.83	39.54	37.04
symb3master_44611	0.32	0.47	0.11	0.22
symb3master_44612	5.24	5.96	6.92	5.59
symb3master_44613	0.41	0.44	0.20	0.57
symb3master_44614	0.60	0.78	0.71	0.70
symb3master_44615	0.57	0.36	0.70	0.79
symb3master_44616	0.70	0.78	0.23	1.22
symb3master_44617	4.15	4.31	2.52	4.38
symb3master_44618	15.00	13.67	15.04	14.84
symb3master_44619	0.51	0.05	0.49	0.00
symb3master_44620	9.07	7.56	7.01	8.02
symb3master_44621	48.13	47.08	43.48	49.10
symb3master_44622	1.79	2.75	3.06	1.90
symb3master_44623	0.90	0.61	0.57	0.54
symb3master_44624	5.37	7.34	6.14	4.88
symb3master_44625	19.82	20.41	20.67	21.28
symb3master_44626	15.12	15.57	16.59	15.77
symb3master_44627	73.96	76.24	102.45	97.25
symb3master_44628	0.77	0.54	0.43	1.21
symb3master_44629	22.20	20.91	21.40	20.30
symb3master_44630	1.78	2.03	2.35	1.42
symb3master_44631	14.48	15.06	13.03	12.14
symb3master_44633	19.36	18.47	17.91	17.74
symb3master_44634	12.94	16.57	17.51	16.82
symb3master_44635	1.39	0.61	0.89	0.50
symb3master_44636	1.33	1.42	0.80	1.17
symb3master_44637	18.50	17.00	16.23	13.94
symb3master_44638	3.39	4.28	4.27	3.16
symb3master_44639	0.30	0.24	0.07	0.00
symb3master_44640	0.18	0.40	0.24	1.20
symb3master_44641	30.49	30.07	30.84	30.83
symb3master_44642	16.88	17.22	18.81	18.28
symb3master_44643	30.49	29.66	32.57	30.35
symb3master_44644	14.27	15.84	13.40	8.96
symb3master_44645	2.95	2.58	2.65	2.94
symb3master_44646	1.29	1.17	1.18	0.83
symb3master_44647	15.83	13.80	10.50	9.83
symb3master_44649	2.98	3.30	3.30	2.93
symb3master_44650	1.56	1.63	0.96	0.79
symb3master_44651	0.49	0.16	0.29	0.23
symb3master_44652	3.32	2.95	3.58	4.20
symb3master_44653	4.15	3.93	3.74	3.96
symb3master_44654	31.21	30.66	31.92	29.20
symb3master_44655	0.49	0.32	0.36	0.60
symb3master_44656	6.39	9.25	8.06	7.74
symb3master_44657	21.75	24.06	22.82	21.98
symb3master_44658	0.21	0.10	0.35	0.00
symb3master_44659	16.72	15.48	15.42	16.62
symb3master_44660	0.38	0.22	0.43	0.23
symb3master_44661	14.92	15.59	12.97	15.16
symb3master_44662	7.30	4.74	6.17	7.33
symb3master_44663	4.56	4.19	3.96	3.86
symb3master_44664	1.50	1.54	1.60	1.77
symb3master_44665	0.26	0.41	0.68	0.14
symb3master_44666	39.95	36.92	38.24	35.47
symb3master_44667	4.00	4.72	3.45	4.50
symb3master_44668	2.60	3.16	2.57	2.45
symb3master_44669	13.65	13.00	13.95	12.42
symb3master_44670	5.01	4.83	3.46	2.84
symb3master_44671	5.06	4.31	6.06	4.98
symb3master_44672	0.65	0.40	0.59	0.31
symb3master_44673	24.68	25.81	23.85	24.78
symb3master_44674	2.08	2.68	2.93	2.46
symb3master_44675	0.27	0.21	0.21	0.29
symb3master_44676	25.10	25.00	24.51	24.04
symb3master_44677	8.84	6.18	8.29	7.02
symb3master_44678	15.31	12.24	13.26	13.74
symb3master_44679	0.87	0.70	0.42	0.82
symb3master_44680	0.47	0.17	0.43	0.20
symb3master_44681	5.16	4.54	3.53	2.47
symb3master_44682	0.32	0.23	0.52	0.00
symb3master_44683	5.67	5.67	4.14	5.81
symb3master_44684	23.22	23.98	24.63	22.79
symb3master_44685	8.43	8.59	8.01	7.33
symb3master_44686	0.99	0.53	0.98	1.03
symb3master_44687	27.93	26.34	24.98	27.92
symb3master_44688	4.24	5.72	6.17	6.39
symb3master_44689	0.74	0.73	0.59	0.82
symb3master_44690	3.73	3.48	3.63	2.38
symb3master_44691	17.87	17.44	17.06	17.80
symb3master_44692	4.56	4.39	4.75	4.52
symb3master_44693	29.76	28.78	23.14	27.77
symb3master_44694	2.95	2.67	3.29	1.76
symb3master_44695	20.91	19.17	24.44	27.84
symb3master_44696	0.17	0.38	0.46	0.18
symb3master_44697	0.00	0.00	0.07	0.15
symb3master_44698	12.35	13.16	12.24	11.46
symb3master_44699	0.71	1.07	0.40	0.57
symb3master_44700	18.75	16.92	11.91	7.89
symb3master_44701	22.94	22.05	23.51	23.28
symb3master_44702	1.13	1.12	1.30	0.67
symb3master_44703	78.46	76.19	70.45	68.14
symb3master_44704	3.89	4.20	4.53	4.30
symb3master_44705	0.09	0.06	0.12	0.00
symb3master_44706	2.41	2.08	2.90	2.67
symb3master_44707	5.56	4.93	5.03	4.46
symb3master_44708	16.75	17.60	19.58	19.30
symb3master_44709	0.61	0.25	0.40	0.14
symb3master_44710	3.20	2.65	3.64	3.09
symb3master_44711	19.42	19.58	17.67	16.93
symb3master_44712	35.72	36.55	31.61	31.95
symb3master_44713	31.80	32.20	37.09	37.52
symb3master_44714	27.49	25.79	30.94	31.35
symb3master_44715	1.27	1.20	1.14	1.38
symb3master_44716	4.05	4.63	4.77	3.11
symb3master_44717	11.88	11.33	12.10	11.62
symb3master_44718	38.69	37.62	43.36	45.68
symb3master_44719	0.25	0.54	0.17	0.35
symb3master_44720	7.70	8.21	5.69	7.38
symb3master_44721	1.05	1.20	1.12	1.45
symb3master_44722	20.36	19.17	18.85	19.51
symb3master_44723	7.07	6.93	6.31	6.52
symb3master_44724	2.03	1.56	1.48	1.22
symb3master_44725	12.56	14.00	12.07	12.18
symb3master_44726	0.43	0.28	0.61	0.08
symb3master_44727	0.24	0.05	0.25	0.20
symb3master_44728	42.69	40.32	40.57	41.08
symb3master_44729	2.42	2.60	2.51	2.73
symb3master_44730	13.09	12.85	9.77	10.05
symb3master_44731	8.70	8.42	7.99	7.20
symb3master_44732	14.31	13.13	15.45	14.83
symb3master_44733	15.53	16.25	12.54	14.20
symb3master_44734	1.04	0.98	1.31	1.00
symb3master_44735	8.24	8.24	7.01	8.16
symb3master_44736	45.93	46.10	44.84	40.92
symb3master_44737	1.77	1.39	0.28	1.30
symb3master_44738	1498.53	1481.98	1207.79	1117.41
symb3master_44739	3.41	3.35	3.22	4.43
symb3master_44740	9.89	9.37	10.21	8.99
symb3master_44741	7.00	6.97	4.72	5.99
symb3master_44742	0.00	0.05	0.00	0.00
symb3master_44743	18.78	20.45	16.50	17.31
symb3master_44744	1.18	1.28	1.42	1.12
symb3master_44745	27.74	26.77	29.79	30.58
symb3master_44746	3.76	4.01	3.96	4.43
symb3master_44747	15.67	15.36	15.62	15.03
symb3master_44748	0.32	0.27	0.18	0.19
symb3master_44749	9.70	11.86	13.76	12.94
symb3master_44750	3.88	3.62	2.96	3.08
symb3master_44751	7.62	7.66	7.21	7.27
symb3master_44752	1.63	1.96	2.00	1.86
symb3master_44753	0.39	0.13	0.00	0.09
symb3master_44754	24.98	24.82	23.25	21.03
symb3master_44755	0.00	0.16	0.14	0.15
symb3master_44756	30.47	32.27	33.47	32.48
symb3master_44757	2.83	4.24	2.36	2.83
symb3master_44758	2.07	1.02	0.93	0.90
symb3master_44759	55.79	48.11	53.84	51.51
symb3master_44761	6.60	6.91	6.58	7.02
symb3master_44762	0.48	0.69	0.50	0.43
symb3master_44763	32.15	31.52	34.55	32.74
symb3master_44764	0.67	0.66	1.03	0.39
symb3master_44765	29.92	30.97	30.09	28.69
symb3master_44766	3.51	4.09	4.15	3.91
symb3master_44767	35.13	31.82	33.81	33.20
symb3master_44768	0.65	0.54	0.61	0.22
symb3master_44769	16.14	14.19	14.19	15.07
symb3master_44770	51.66	51.65	56.81	55.27
symb3master_44771	2.70	3.37	5.01	3.73
symb3master_44772	2.97	2.40	3.22	2.64
symb3master_44773	0.13	0.33	0.11	0.23
symb3master_44774	24.56	26.04	26.59	27.81
symb3master_44775	0.77	1.00	0.78	0.69
symb3master_44776	16.48	16.17	19.25	18.94
symb3master_44777	0.76	1.59	1.48	2.36
symb3master_44778	3.34	2.63	2.52	3.17
symb3master_44779	13.47	16.02	17.84	18.85
symb3master_44780	385.71	381.30	386.06	358.61
symb3master_44781	8.03	10.01	6.70	7.64
symb3master_44782	19.94	17.98	19.19	20.02
symb3master_44783	0.39	0.30	0.23	0.06
symb3master_44784	7.33	6.62	7.41	7.62
symb3master_44785	8.06	6.11	7.00	9.36
symb3master_44786	15.64	14.31	14.55	14.73
symb3master_44787	0.00	0.00	0.00	0.00
symb3master_44788	0.28	0.35	0.56	0.58
symb3master_44789	0.04	0.16	0.11	0.06
symb3master_44790	23.82	21.03	21.90	22.91
symb3master_44791	0.08	0.18	0.10	0.16
symb3master_44792	224.66	221.71	246.28	259.93
symb3master_44793	22.28	24.39	22.65	21.98
symb3master_44794	18.69	20.09	16.03	17.14
symb3master_44795	0.00	0.05	0.13	0.00
symb3master_44796	20.00	18.97	19.74	18.53
symb3master_44797	0.62	0.58	0.44	0.45
symb3master_44798	2.09	1.90	1.07	0.92
symb3master_44800	154.59	167.90	147.54	142.03
symb3master_44801	3.08	2.38	4.61	2.92
symb3master_44802	0.61	0.26	0.74	0.42
symb3master_44803	11.63	11.79	13.27	11.67
symb3master_44804	5.80	5.66	4.97	4.74
symb3master_44805	0.40	0.48	0.35	0.36
symb3master_44806	58.69	57.99	55.95	54.62
symb3master_44807	7.35	7.56	7.58	4.97
symb3master_44808	0.28	0.14	0.06	0.45
symb3master_44809	9.19	7.40	9.12	8.28
symb3master_44810	0.26	0.38	0.46	0.30
symb3master_44811	0.45	0.80	0.20	0.00
symb3master_44812	14.01	17.19	10.39	10.54
symb3master_44813	16.21	17.98	18.95	17.94
symb3master_44814	84.15	77.03	73.07	70.63
symb3master_44815	18.38	16.99	15.60	15.41
symb3master_44816	19.94	19.03	21.15	19.77
symb3master_44817	1.49	1.63	1.06	1.11
symb3master_44818	0.37	0.05	0.48	0.19
symb3master_44819	22.47	22.28	19.45	21.35
symb3master_44820	3.44	4.06	3.78	3.96
symb3master_44821	0.05	0.27	0.12	0.32
symb3master_44822	10.43	10.88	11.92	11.30
symb3master_44823	6.39	6.68	5.70	5.13
symb3master_44824	7.04	4.50	7.30	7.72
symb3master_44825	0.14	0.14	0.06	0.26
symb3master_44826	0.30	0.54	0.26	0.41
symb3master_44827	7.01	7.23	5.84	5.77
symb3master_44828	12.21	12.46	11.90	11.08
symb3master_44829	0.72	0.68	0.82	0.90
symb3master_44830	0.98	1.33	1.43	1.12
symb3master_44831	7.52	7.91	6.57	6.97
symb3master_44832	2.69	3.38	3.75	3.45
symb3master_44833	18.65	19.27	18.88	15.20
symb3master_44834	0.10	0.42	0.50	0.66
symb3master_44835	0.00	0.20	0.00	0.28
symb3master_44836	0.36	0.09	0.24	0.12
symb3master_44837	3.86	3.73	3.58	3.50
symb3master_44838	101.37	95.60	104.99	101.08
symb3master_44839	1.72	1.69	1.68	1.85
symb3master_44840	8.58	8.20	7.78	6.95
symb3master_44841	0.51	0.85	0.40	0.42
symb3master_44842	0.40	0.55	0.11	0.37
symb3master_44843	0.40	0.11	0.22	0.47
symb3master_44844	0.80	0.89	1.13	0.81
symb3master_44845	0.11	0.31	0.57	0.28
symb3master_44846	18.05	20.23	20.08	16.93
symb3master_44847	0.67	1.06	0.83	0.76
symb3master_44848	11.73	10.98	9.98	10.57
symb3master_44849	0.79	0.81	0.72	0.46
symb3master_44850	4.23	4.37	2.22	3.00
symb3master_44851	0.11	0.38	0.14	0.08
symb3master_44852	12.48	12.89	11.54	11.16
symb3master_44853	12.10	9.46	7.01	7.29
symb3master_44854	4.30	3.21	3.45	5.65
symb3master_44856	0.05	0.00	0.28	0.15
symb3master_44857	9.45	10.78	11.49	13.62
symb3master_44858	7.77	7.52	9.09	8.66
symb3master_44860	6.70	7.77	7.11	6.13
symb3master_44861	137.19	128.36	137.37	133.38
symb3master_44862	24.85	22.96	23.32	24.96
symb3master_44863	11.27	10.56	11.65	11.32
symb3master_44864	7.01	8.74	9.06	8.73
symb3master_44865	18.07	18.97	16.81	15.78
symb3master_44866	18.91	17.19	18.72	19.98
symb3master_44868	525.90	530.51	568.58	538.38
symb3master_44869	11.75	12.87	11.20	12.21
symb3master_44870	6.92	5.86	5.22	5.48
symb3master_44871	40.85	39.20	37.24	37.85
symb3master_44872	135.08	132.78	161.19	167.72
symb3master_44873	13.31	13.44	11.45	8.87
symb3master_44874	6.70	6.11	5.89	5.92
symb3master_44875	9.04	8.09	9.00	10.46
symb3master_44876	12.68	13.85	11.85	12.30
symb3master_44877	32.91	33.42	33.67	32.64
symb3master_44878	44.21	42.97	42.41	51.53
symb3master_44879	36.34	36.88	38.62	38.16
symb3master_44880	93.20	86.55	76.27	80.08
symb3master_44881	3.61	3.08	2.88	3.35
symb3master_44882	189.59	175.22	190.40	199.75
symb3master_44883	12.30	11.94	13.18	13.98
symb3master_44884	8.88	8.48	8.54	8.34
symb3master_44885	60.05	60.84	65.31	61.87
symb3master_44886	0.50	0.41	0.33	0.75
symb3master_44887	8.32	8.25	7.36	7.86
symb3master_44888	126.65	120.58	115.70	115.42
symb3master_44889	30.91	28.82	30.40	29.68
symb3master_44890	345.88	327.06	323.88	312.32
symb3master_44891	21.50	22.03	20.52	22.48
symb3master_44892	11.93	12.15	12.59	13.67
symb3master_44893	2.81	3.42	2.74	2.69
symb3master_44894	15.59	14.85	16.96	15.68
symb3master_44895	810.40	770.90	796.23	804.31
symb3master_44896	19.67	18.52	19.70	18.62
symb3master_44897	40.99	46.74	52.33	48.42
symb3master_44898	99.12	94.63	85.95	82.08
symb3master_44899	1656.56	1583.15	1507.78	1408.89
symb3master_44900	296.74	299.79	321.96	334.21
symb3master_44901	274.42	251.33	268.81	278.09
symb3master_44902	15.16	14.62	16.27	15.22
symb3master_44903	38.42	37.07	35.09	36.11
symb3master_44904	9.86	9.64	9.26	8.61
symb3master_44905	19.69	18.75	16.93	16.41
symb3master_44906	40.15	38.20	38.18	38.03
symb3master_44907	13.26	13.38	12.81	13.07
symb3master_44908	19.01	19.59	18.57	18.75
symb3master_44909	22.12	22.41	23.05	23.30
symb3master_44910	5.46	4.66	5.61	5.56
symb3master_44911	5.88	6.06	5.14	5.81
symb3master_44912	172.61	175.37	178.96	180.35
symb3master_44913	24.26	29.70	26.96	25.25
symb3master_44914	48.48	49.22	43.55	41.74
symb3master_44915	63.32	64.65	65.24	64.81
symb3master_44916	34.14	34.72	34.53	36.41
symb3master_44917	37.05	35.29	36.25	36.38
symb3master_44918	45.33	48.44	46.35	46.63
symb3master_44919	104.79	109.25	124.02	121.71
symb3master_44920	35.37	36.47	39.81	39.75
symb3master_44921	129.44	122.66	128.56	121.19
symb3master_44922	17.49	17.72	15.35	15.27
symb3master_44923	3.69	2.84	4.20	2.24
symb3master_44924	29.32	24.26	28.42	28.63
symb3master_44925	40.77	38.52	42.29	43.86
symb3master_44926	22.00	21.49	21.22	23.40
symb3master_44927	397.84	407.07	361.98	351.72
symb3master_44928	54.09	51.60	54.59	55.35
symb3master_44929	26.36	25.39	27.38	28.47
symb3master_44930	4.64	4.25	4.05	4.36
symb3master_44931	24.05	22.37	22.09	22.61
symb3master_44932	13.70	15.33	14.17	13.20
symb3master_44933	116.29	113.50	122.67	120.29
symb3master_44934	11.83	13.52	13.20	11.48
symb3master_44935	17.05	15.24	14.13	15.15
symb3master_44936	69.65	67.81	65.69	68.79
symb3master_44937	7.96	8.70	8.25	8.86
symb3master_44938	40.99	35.46	41.00	43.13
symb3master_44939	1176.58	1077.22	1035.36	964.12
symb3master_44940	258.47	254.95	188.68	183.12
symb3master_44941	44.30	46.04	47.50	47.13
symb3master_44942	20.94	21.55	19.00	20.54
symb3master_44943	49.27	46.21	45.39	46.91
symb3master_44944	25.95	26.61	26.73	26.57
symb3master_44945	41.28	38.33	48.56	49.62
symb3master_44946	28.68	30.07	31.21	29.65
symb3master_44947	14.21	13.57	11.93	13.08
symb3master_44948	13.91	14.81	15.12	15.31
symb3master_44949	52.10	50.98	49.62	48.13
symb3master_44950	11.20	11.43	11.97	12.13
symb3master_44951	8.39	8.33	8.46	7.60
symb3master_44952	303.86	295.93	277.21	269.18
symb3master_44953	17.03	16.45	15.59	14.97
symb3master_44954	534.33	518.15	491.95	468.75
symb3master_44955	233.29	236.42	212.90	207.78
symb3master_44956	34.94	34.83	37.14	39.42
symb3master_44957	42.06	40.81	41.41	40.16
symb3master_44958	38.98	38.91	40.08	39.56
symb3master_44959	49.88	51.11	49.40	48.75
symb3master_44960	9.62	9.14	8.88	9.21
symb3master_44961	604.49	604.82	571.05	554.47
symb3master_44962	17.28	17.43	17.69	17.13
symb3master_44963	8.43	7.98	8.96	8.47
symb3master_44964	68.86	71.04	74.96	76.49
symb3master_44965	23.08	25.21	25.40	23.78
symb3master_44966	41.94	42.21	45.98	47.20
symb3master_44967	16.96	15.02	15.66	15.81
symb3master_44968	14.49	15.31	16.74	15.38
symb3master_44969	211.20	234.04	211.83	205.22
symb3master_44970	65.39	69.48	65.89	66.34
symb3master_44971	56.07	55.16	53.45	54.84
symb3master_44972	36.24	39.67	32.08	35.26
symb3master_44973	28.55	28.00	26.60	27.42
symb3master_44974	6.74	7.56	7.51	6.64
symb3master_44975	95.88	90.84	100.54	102.00
symb3master_44976	37.88	39.72	43.19	43.96
symb3master_44977	21.51	22.95	22.44	22.12
symb3master_44978	17.16	18.29	16.65	16.13
symb3master_44979	22.74	21.57	21.36	20.35
symb3master_44980	130.05	125.25	128.94	122.37
symb3master_44981	114.80	111.25	118.42	112.61
symb3master_44982	145.56	135.21	147.77	154.09
symb3master_44983	90.47	85.46	79.18	86.15
symb3master_44984	48.10	48.87	49.49	51.13
symb3master_44985	109.67	106.39	104.93	103.47
symb3master_44986	16.22	16.39	13.66	13.20
symb3master_44987	581.26	592.06	559.31	552.38
symb3master_44988	23.93	25.32	25.56	23.91
symb3master_44989	80.56	80.17	77.97	76.49
symb3master_44990	33.62	34.48	39.54	39.05
symb3master_44991	53.40	55.07	57.35	57.71
symb3master_44992	319.76	320.65	309.61	297.46
symb3master_44993	35.64	31.53	34.51	33.39
symb3master_44994	15.85	16.28	17.53	17.12
symb3master_44996	2.70	2.04	3.70	3.09
symb3master_44997	21.08	20.15	19.39	19.63
symb3master_44998	4.27	4.48	3.39	3.29
symb3master_44999	22.42	20.48	20.51	19.82
symb3master_45000	48.32	50.48	46.41	46.00
symb3master_45001	35.50	35.79	36.21	38.10
symb3master_45002	88.86	91.67	105.46	100.19
symb3master_45003	10.79	11.36	12.14	11.13
symb3master_45004	12.69	11.06	10.83	11.34
symb3master_45005	24.96	23.02	24.18	25.99
symb3master_45006	65.10	61.21	62.56	64.22
symb3master_45007	67.77	65.97	77.45	72.46
symb3master_45008	67.10	60.90	53.97	55.45
symb3master_45009	23.47	22.88	18.52	19.59
symb3master_45010	38.14	35.30	39.95	41.94
symb3master_45011	322.12	333.94	290.70	296.19
symb3master_45012	22.85	23.14	22.78	22.73
symb3master_45013	2368.16	2082.16	2819.52	3315.06
symb3master_45014	12.77	13.14	13.11	12.98
symb3master_45015	16.29	15.42	13.85	14.21
symb3master_45016	48.01	45.59	37.11	36.38
symb3master_45017	15.37	15.27	15.63	15.12
symb3master_45018	4.62	4.11	3.98	4.01
symb3master_45019	11.80	13.13	11.69	11.57
symb3master_45020	17.33	18.84	18.80	19.54
symb3master_45021	55.56	53.52	56.62	56.00
symb3master_45022	112.62	111.61	134.59	126.22
symb3master_45023	18.12	16.51	15.65	15.23
symb3master_45024	11.12	10.80	15.50	15.33
symb3master_45025	7.32	8.27	8.03	8.15
symb3master_45026	16.23	14.93	14.75	14.42
symb3master_45027	30.09	27.51	31.51	28.72
symb3master_45028	65.22	60.35	61.05	64.98
symb3master_45029	20.82	21.47	24.58	22.88
symb3master_45030	21.69	22.57	25.45	25.16
symb3master_45031	12.23	12.59	12.81	12.87
symb3master_45032	38.86	39.26	38.26	35.64
symb3master_45033	8.60	7.89	8.06	6.93
symb3master_45034	5.11	4.85	4.92	5.40
symb3master_45035	10.11	9.51	10.12	10.59
symb3master_45036	15.50	15.05	15.18	14.98
symb3master_45037	25.72	24.95	28.00	29.28
symb3master_45038	43.49	43.70	46.26	46.74
symb3master_45039	9.12	9.70	9.57	9.18
symb3master_45040	40.70	42.16	41.15	42.82
symb3master_45041	9.29	8.97	8.97	9.15
symb3master_45042	49.10	55.60	56.82	56.33
symb3master_45043	9.60	9.48	9.02	10.49
symb3master_45044	46.74	43.16	35.40	35.79
symb3master_45045	88.61	83.83	83.07	82.12
symb3master_45046	220.59	219.57	226.55	219.83
symb3master_45047	49.57	47.67	51.44	52.60
symb3master_45048	49.36	45.85	48.90	48.31
symb3master_45049	3.71	2.75	3.60	3.27
symb3master_45050	9.90	10.03	10.06	9.00
symb3master_45051	44.89	44.10	42.91	42.52
symb3master_45052	28.45	28.75	34.01	32.57
symb3master_45053	58.77	61.39	65.65	63.68
symb3master_45054	4.58	3.41	3.50	3.27
symb3master_45055	7.38	6.86	7.42	8.13
symb3master_45056	119.07	110.50	120.00	118.32
symb3master_45057	96.48	98.97	90.76	91.03
symb3master_45058	9.64	8.88	7.90	8.82
symb3master_45059	34.02	32.15	33.70	34.32
symb3master_45060	25.65	26.13	22.79	22.75
symb3master_45061	177.47	168.08	170.51	178.17
symb3master_45062	15.56	14.86	13.83	14.23
symb3master_45063	7.82	7.82	7.09	7.28
symb3master_45064	41.62	41.76	42.93	39.09
symb3master_45065	34.75	34.24	35.02	34.31
symb3master_45066	45.58	46.89	46.42	46.96
symb3master_45067	28.99	29.42	28.89	28.81
symb3master_45068	627.70	574.10	549.74	554.79
symb3master_45069	29.23	32.34	30.12	29.77
symb3master_45070	122.86	124.85	122.99	122.80
symb3master_45071	14.02	13.38	14.99	18.76
symb3master_45072	21.78	20.65	20.87	19.87
symb3master_45073	24.45	23.48	22.56	22.32
symb3master_45074	5.35	4.77	4.81	5.68
symb3master_45075	18.54	16.81	12.86	12.29
symb3master_45076	5.74	6.24	6.07	7.13
symb3master_45077	14.01	12.98	11.52	11.41
symb3master_45078	19.89	18.43	19.72	19.32
symb3master_45079	18.22	16.23	17.61	21.80
symb3master_45080	28.48	27.69	28.59	26.65
symb3master_45081	359.98	347.14	367.91	363.41
symb3master_45082	102.44	103.68	93.95	90.47
symb3master_45083	121.10	101.84	112.55	108.79
symb3master_45084	17.13	17.46	16.60	16.54
symb3master_45085	22.57	22.21	23.13	22.20
symb3master_45086	11.26	11.22	12.30	12.80
symb3master_45087	0.36	0.40	0.13	0.85
symb3master_45088	17.23	14.99	20.17	18.82
