Symbol	h1u0hetero	h1u10hetero	h1u100hetero	h1u500hetero
symb3master_12225	5.54	5.68	5.44	5.51
symb3master_12226	9.27	9.77	9.25	9.43
symb3master_12227	12.04	12.11	11.35	12.14
symb3master_12228	53.66	56.52	54.47	53.66
symb3master_12229	8.32	8.10	8.78	8.27
symb3master_12230	12.40	12.30	13.27	12.54
symb3master_12231	4.62	4.64	4.72	4.59
symb3master_12232	7.15	7.18	7.59	7.76
symb3master_12233	6.03	5.54	5.22	4.58
symb3master_12234	11.96	11.88	13.91	13.94
symb3master_12235	7.85	7.22	6.53	7.78
symb3master_12236	15.30	14.53	17.08	15.56
symb3master_12237	6.69	6.74	6.94	6.89
symb3master_12238	11.06	11.10	12.66	13.64
symb3master_12239	1.49	1.15	1.53	1.54
symb3master_12240	2.00	1.97	1.42	1.21
symb3master_12241	1.35	1.48	1.35	1.32
symb3master_12242	23.73	23.22	22.24	21.72
symb3master_12243	19.13	18.73	17.65	18.68
symb3master_12244	18.49	18.75	18.89	19.33
symb3master_12245	1.39	1.31	1.49	1.73
symb3master_12246	2.98	2.74	2.59	2.49
symb3master_12247	11.80	11.33	10.26	10.49
symb3master_12248	20.29	19.17	20.32	22.24
symb3master_12249	6.24	5.54	6.18	5.84
symb3master_12250	0.70	0.74	0.28	0.58
symb3master_12251	4.53	4.44	4.52	4.76
symb3master_12252	4.60	4.81	4.97	5.09
symb3master_12253	6.48	6.93	6.82	5.64
symb3master_12254	29.45	27.91	31.47	30.38
symb3master_12255	3.02	2.96	3.25	3.28
symb3master_12256	2.85	2.89	2.27	2.54
symb3master_12257	27.75	26.39	25.87	25.53
symb3master_12258	14.93	12.88	13.97	13.53
symb3master_12259	8.42	8.69	9.29	10.67
symb3master_12260	12.48	11.95	11.30	11.06
symb3master_12261	7.31	7.90	8.37	8.41
symb3master_12262	12.07	11.59	10.09	10.05
symb3master_12263	19.15	20.62	20.32	18.94
symb3master_12264	16.04	15.92	21.08	19.97
symb3master_12265	13.62	13.05	13.78	13.12
symb3master_12266	34.88	34.62	33.77	35.47
symb3master_12267	21.96	20.87	20.70	21.56
symb3master_12268	4.09	4.32	4.38	4.58
symb3master_12269	18.63	17.24	17.76	17.50
symb3master_12270	2.19	1.94	2.78	3.21
symb3master_12271	18.18	17.68	20.80	21.40
symb3master_12272	29.35	28.30	27.47	26.82
symb3master_12273	12.10	12.14	13.17	12.78
symb3master_12274	8.00	6.68	5.00	8.80
symb3master_12275	27.15	23.98	24.82	24.92
symb3master_12276	17.99	17.68	14.69	14.54
symb3master_12277	9.07	9.04	9.04	9.29
symb3master_12278	12.83	13.34	14.50	14.67
symb3master_12279	28.20	28.74	30.09	29.69
symb3master_12280	10.83	10.44	9.83	9.84
symb3master_12281	31.82	30.65	29.93	28.88
symb3master_12282	25.83	26.37	25.17	24.24
symb3master_12283	1.65	1.55	1.81	1.62
symb3master_12284	1.25	1.16	1.11	1.02
symb3master_12285	12.55	12.14	12.73	12.68
symb3master_12286	1.18	1.08	0.97	1.22
symb3master_12287	0.95	1.09	0.89	1.02
symb3master_12288	31.37	31.32	23.94	27.06
symb3master_12289	6.40	6.18	5.35	5.13
symb3master_12290	11.63	11.27	12.68	13.21
symb3master_12291	4.37	4.20	4.70	4.38
symb3master_12292	10.38	9.44	8.05	7.75
symb3master_12293	31.10	30.58	33.79	32.10
symb3master_12294	25.65	27.39	29.32	30.28
symb3master_12295	1.66	0.96	1.18	1.43
symb3master_12296	17.14	16.93	16.47	17.69
symb3master_12297	16.41	16.91	16.34	17.08
symb3master_12298	17.07	19.09	18.36	17.94
symb3master_12299	6.71	6.50	6.27	6.96
symb3master_12300	14.88	14.79	13.81	13.13
symb3master_12301	7.00	7.03	8.04	7.63
symb3master_12302	17.53	18.12	18.65	18.56
symb3master_12303	9.92	9.89	9.95	10.47
symb3master_12304	18.88	18.47	20.15	20.51
symb3master_12305	17.40	17.28	19.20	18.89
symb3master_12306	20.32	20.07	19.23	18.71
symb3master_12307	5.91	4.87	5.46	5.13
symb3master_12308	4.74	5.02	4.58	4.79
symb3master_12309	1.41	1.14	0.85	1.28
symb3master_12310	10.28	8.72	8.97	8.20
symb3master_12311	17.71	16.43	19.03	18.64
symb3master_12312	5.91	5.01	4.82	4.66
symb3master_12313	1.28	1.29	1.14	1.19
symb3master_12314	2.85	2.46	2.33	3.16
symb3master_12315	34.79	36.29	38.26	38.34
symb3master_12316	4.32	4.57	4.21	4.39
symb3master_12317	26.02	25.28	26.03	24.94
symb3master_12318	1.14	1.08	1.12	0.95
symb3master_12319	28.64	29.76	29.43	29.57
symb3master_12320	8.66	10.28	9.95	9.53
symb3master_12321	0.26	0.44	0.45	0.45
symb3master_12322	14.46	14.65	12.09	11.23
symb3master_12323	10.88	7.70	9.38	9.97
symb3master_12324	2.60	2.82	3.05	3.17
symb3master_12325	14.28	14.15	12.20	12.35
symb3master_12326	7.57	8.10	7.34	7.24
symb3master_12327	9.80	8.64	9.23	9.77
symb3master_12328	4.08	3.98	3.09	3.49
symb3master_12329	18.28	20.88	22.73	21.76
symb3master_12330	3.31	5.06	3.45	3.11
symb3master_12331	9.13	8.53	6.34	7.38
symb3master_12332	17.29	19.32	19.59	19.54
symb3master_12333	13.12	13.59	12.19	12.80
symb3master_12334	4.69	4.60	4.31	4.40
symb3master_12335	5.17	5.54	5.25	5.10
symb3master_12336	9.66	9.65	8.88	8.85
symb3master_12337	9.11	9.62	9.67	9.41
symb3master_12338	5.85	5.52	4.54	4.52
symb3master_12339	46.46	44.64	44.99	47.07
symb3master_12340	40.80	41.20	37.29	34.94
symb3master_12341	13.41	15.08	15.52	14.98
symb3master_12342	17.15	16.85	18.10	16.92
symb3master_12343	13.07	14.27	12.97	12.57
symb3master_12344	2.00	2.77	2.67	2.44
symb3master_12345	3.57	3.85	3.15	3.66
symb3master_12346	15.79	14.82	14.35	14.74
symb3master_12347	20.37	19.06	18.85	17.42
symb3master_12348	8.02	7.23	7.92	7.68
symb3master_12349	2.56	2.33	2.28	2.28
symb3master_12350	11.37	9.84	10.86	10.24
symb3master_12351	14.93	15.98	14.75	13.78
symb3master_12352	1.40	1.04	0.89	1.11
symb3master_12353	0.00	0.08	0.00	0.00
symb3master_12354	11.55	12.90	12.41	13.55
symb3master_12355	6.20	7.26	7.73	8.00
symb3master_12356	15.10	14.86	14.62	14.80
symb3master_12357	9.68	10.52	11.41	11.86
symb3master_12358	6.80	6.29	7.77	6.95
symb3master_12359	3.04	2.94	2.82	2.76
symb3master_12360	7.13	7.18	7.62	8.03
symb3master_12361	10.86	10.67	9.33	8.70
symb3master_12362	1.88	1.59	2.13	2.00
symb3master_12363	6.28	5.89	5.66	5.94
symb3master_12364	0.80	0.82	0.71	0.70
symb3master_12365	15.06	12.39	18.16	15.18
symb3master_12366	18.73	18.45	19.84	20.49
symb3master_12367	21.58	21.93	20.97	17.94
symb3master_12368	4.92	5.31	5.73	5.44
symb3master_12369	5.20	4.39	3.83	3.78
symb3master_12370	17.67	18.20	17.46	19.49
symb3master_12371	7.69	7.49	6.83	7.01
symb3master_12372	10.60	10.44	11.19	10.01
symb3master_12373	16.11	16.36	16.63	17.07
symb3master_12374	5.98	5.60	4.86	5.09
symb3master_12375	6.41	7.59	7.17	7.15
symb3master_12376	10.90	11.17	10.69	10.44
symb3master_12377	7.72	6.67	6.57	6.53
symb3master_12378	1.00	1.16	0.97	1.03
symb3master_12379	20.07	20.25	18.39	18.45
symb3master_12380	8.25	8.42	7.72	8.16
symb3master_12381	5.87	5.53	6.58	5.27
symb3master_12382	2.23	2.11	2.21	2.64
symb3master_12383	10.46	12.40	12.40	12.11
symb3master_12384	21.80	20.86	22.49	21.58
symb3master_12385	26.62	27.10	25.30	24.55
symb3master_12386	10.32	12.29	9.14	9.59
symb3master_12387	11.64	11.91	12.64	11.10
symb3master_12388	3.62	3.34	3.51	3.65
symb3master_12389	5.35	4.68	4.19	4.51
symb3master_12390	10.61	10.75	9.86	8.50
symb3master_12391	4.39	2.85	3.51	3.55
symb3master_12392	1.81	1.62	2.03	1.88
symb3master_12393	0.00	0.00	0.00	0.00
symb3master_12394	26.59	25.80	22.28	23.30
symb3master_12395	23.13	20.76	18.03	17.80
symb3master_12396	9.42	9.12	8.73	9.04
symb3master_12397	22.48	22.84	21.37	21.71
symb3master_12398	2.78	3.10	2.95	2.98
symb3master_12399	16.74	16.87	17.07	16.05
symb3master_12400	4.96	4.20	4.22	4.61
symb3master_12401	30.22	27.70	27.10	27.96
symb3master_12402	18.38	17.18	19.91	18.54
symb3master_12403	2.91	2.87	3.49	3.88
symb3master_12404	13.91	11.76	10.86	13.33
symb3master_12405	13.62	14.42	13.08	13.56
symb3master_12406	16.68	16.89	16.53	17.30
symb3master_12407	12.67	11.50	11.42	11.67
symb3master_12408	4.21	4.15	4.92	4.91
symb3master_12409	22.19	21.29	19.60	20.01
symb3master_12410	29.99	29.72	33.04	37.48
symb3master_12411	4.23	4.95	5.29	5.60
symb3master_12412	14.16	13.33	15.58	16.38
symb3master_12413	8.25	8.31	8.06	7.74
symb3master_12414	2.72	2.63	2.69	2.38
symb3master_12415	1.19	1.35	1.25	1.46
symb3master_12416	5.28	5.90	6.89	6.26
symb3master_12417	20.93	20.43	17.15	17.60
symb3master_12418	7.49	7.85	8.92	10.00
symb3master_12419	13.01	13.80	13.77	11.93
symb3master_12420	4.34	4.11	4.15	4.18
symb3master_12421	5.90	5.09	5.37	5.54
symb3master_12422	17.68	18.51	18.82	17.25
symb3master_12423	11.53	11.47	11.16	11.21
symb3master_12424	18.14	18.54	17.48	15.93
symb3master_12425	16.22	14.67	14.09	14.21
symb3master_12426	10.71	11.88	13.09	12.57
symb3master_12427	7.00	6.84	7.11	6.67
symb3master_12428	25.88	25.58	26.53	28.92
symb3master_12429	14.78	14.96	14.50	16.36
symb3master_12430	20.04	22.60	21.82	22.22
symb3master_12431	5.36	5.67	6.19	6.46
symb3master_12432	13.23	12.88	14.34	13.98
symb3master_12433	5.24	5.32	4.89	5.61
symb3master_12434	4.52	4.32	4.84	4.86
symb3master_12435	7.19	7.20	7.05	6.73
symb3master_12436	25.50	25.88	26.66	25.21
symb3master_12437	15.09	14.54	13.87	14.35
symb3master_12438	2.83	2.42	2.34	2.38
symb3master_12439	16.67	14.54	14.72	15.25
symb3master_12440	14.97	15.00	17.94	18.28
symb3master_12441	2.06	1.91	2.22	2.81
symb3master_12442	10.30	10.79	10.80	11.50
symb3master_12443	7.86	6.77	6.43	7.27
symb3master_12444	8.62	9.07	8.10	8.08
symb3master_12445	1.41	1.48	1.54	1.80
symb3master_12446	7.27	6.61	4.95	5.43
symb3master_12447	13.05	14.12	14.45	14.34
symb3master_12448	10.51	10.06	9.89	9.99
symb3master_12449	28.02	27.05	28.57	27.74
symb3master_12450	12.93	12.22	11.82	13.28
symb3master_12451	4.36	4.71	3.81	6.04
symb3master_12452	7.80	7.36	7.60	7.37
symb3master_12453	4.78	5.12	5.19	4.91
symb3master_12454	32.95	32.99	29.70	30.93
symb3master_12455	3.70	3.69	3.81	4.39
symb3master_12456	2.56	2.40	2.45	2.81
symb3master_12457	5.68	5.32	5.72	6.02
symb3master_12458	0.96	1.22	1.08	1.11
symb3master_12459	18.13	18.48	18.00	18.50
symb3master_12460	6.40	6.63	6.55	5.91
symb3master_12461	2.84	3.07	3.41	3.32
symb3master_12462	12.74	13.85	11.74	11.46
symb3master_12463	4.49	4.29	4.35	4.70
symb3master_12464	3.66	3.44	3.80	4.09
symb3master_12465	19.31	17.64	15.84	17.10
symb3master_12466	5.75	6.13	6.54	5.96
symb3master_12467	14.26	14.14	13.71	13.47
symb3master_12469	10.29	10.15	9.20	10.24
symb3master_12470	9.95	9.13	8.53	7.34
symb3master_12471	0.76	0.56	0.92	0.78
symb3master_12472	10.78	11.77	11.38	11.73
symb3master_12473	13.28	14.18	14.77	14.93
symb3master_12474	9.26	10.49	9.81	9.73
symb3master_12475	11.82	11.26	10.56	10.91
symb3master_12476	2.50	2.43	2.01	2.21
symb3master_12477	6.06	5.91	5.72	6.11
symb3master_12478	14.44	13.98	18.53	16.24
symb3master_12479	12.16	12.42	9.99	9.99
symb3master_12480	5.34	4.97	5.01	4.88
symb3master_12481	3.46	4.86	4.03	3.17
symb3master_12482	8.85	8.49	8.94	9.13
symb3master_12483	9.55	10.35	7.98	8.61
symb3master_12484	15.16	14.30	15.05	15.70
symb3master_12485	4.58	4.50	4.58	3.87
symb3master_12486	30.23	31.68	31.89	31.82
symb3master_12487	18.88	17.99	16.94	15.36
symb3master_12488	4.94	4.61	4.78	4.47
symb3master_12489	11.61	11.73	11.75	12.41
symb3master_12490	2.70	2.38	2.63	2.60
symb3master_12491	19.03	21.12	21.88	21.45
symb3master_12492	10.32	10.02	10.22	10.29
symb3master_12493	7.64	7.92	6.95	8.20
symb3master_12494	2.51	2.79	2.56	2.41
symb3master_12495	23.55	23.24	28.74	26.04
symb3master_12496	9.34	8.89	8.77	9.03
symb3master_12497	24.53	24.56	22.79	23.82
symb3master_12498	18.29	18.48	18.81	20.07
symb3master_12499	6.22	6.02	5.70	6.32
symb3master_12500	33.43	30.80	28.91	30.11
symb3master_12501	3.11	2.65	2.95	2.99
symb3master_12502	14.17	14.67	16.29	15.43
symb3master_12503	6.85	6.42	6.81	6.82
symb3master_12504	12.90	14.01	13.39	12.57
symb3master_12505	6.79	6.24	5.94	6.11
symb3master_12506	16.16	16.73	15.55	15.74
symb3master_12507	12.66	12.28	11.69	11.98
symb3master_12508	3.59	3.42	3.69	3.48
symb3master_12509	6.72	6.78	5.98	6.95
symb3master_12510	1.33	1.10	1.14	0.92
symb3master_12511	36.45	36.27	34.65	33.46
symb3master_12512	3.81	3.87	4.14	4.39
symb3master_12513	11.09	9.78	9.60	10.15
symb3master_12514	4.75	4.81	5.03	5.12
symb3master_12515	0.69	0.20	0.21	0.09
symb3master_12516	5.88	5.27	5.01	4.57
symb3master_12517	1.93	1.49	1.57	1.48
symb3master_12518	2.41	2.45	1.45	1.28
symb3master_12519	5.97	6.58	6.51	6.78
symb3master_12520	6.98	6.75	7.04	6.79
symb3master_12521	4.95	5.25	4.22	4.31
symb3master_12522	13.55	12.99	12.07	11.81
symb3master_12523	24.59	22.15	24.07	23.60
symb3master_12524	31.05	31.09	28.51	28.68
symb3master_12525	12.58	10.96	10.11	11.57
symb3master_12526	27.98	29.14	26.64	25.86
symb3master_12527	8.83	10.90	10.08	10.18
symb3master_12528	43.27	51.67	60.31	57.60
symb3master_12529	8.09	8.66	8.53	9.04
symb3master_12530	0.19	0.28	0.00	0.33
symb3master_12531	12.69	11.09	10.59	10.76
symb3master_12532	3.32	3.40	3.20	3.24
symb3master_12533	6.15	5.78	6.10	6.09
symb3master_12534	3.89	3.84	3.76	2.86
symb3master_12535	1.26	1.54	1.07	1.07
symb3master_12536	2.07	2.29	2.27	2.28
symb3master_12537	13.04	13.97	12.73	12.78
symb3master_12538	39.76	38.91	34.77	33.44
symb3master_12539	21.96	18.98	20.60	19.53
symb3master_12540	15.19	15.59	15.22	15.70
symb3master_12541	7.69	7.97	7.10	6.54
symb3master_12542	3.01	2.89	2.83	2.65
symb3master_12543	4.85	5.41	5.15	5.04
symb3master_12544	5.33	4.83	4.93	5.38
symb3master_12545	9.86	8.61	7.17	7.18
symb3master_12546	0.48	0.44	0.36	0.40
symb3master_12547	47.10	45.27	43.30	43.60
symb3master_12548	19.30	17.80	17.17	16.37
symb3master_12549	0.95	1.24	0.85	1.07
symb3master_12550	22.50	20.58	20.66	19.18
symb3master_12551	4.54	5.04	5.82	4.22
symb3master_12552	6.26	5.48	5.99	6.23
symb3master_12553	14.85	15.97	17.55	17.11
symb3master_12554	31.88	33.45	33.75	33.10
symb3master_12555	6.81	6.37	5.81	6.55
symb3master_12556	1.50	1.09	1.61	1.57
symb3master_12557	10.98	9.54	10.24	10.47
symb3master_12558	17.17	15.99	16.36	16.18
symb3master_12559	7.95	8.17	6.45	7.78
symb3master_12560	3.56	3.57	2.81	3.50
symb3master_12561	8.53	9.57	9.63	9.58
symb3master_12562	10.17	10.13	8.20	8.28
symb3master_12563	24.06	24.01	24.23	26.52
symb3master_12564	11.61	11.61	11.24	10.88
symb3master_12565	3.42	3.56	3.65	3.07
symb3master_12566	9.66	9.64	9.77	9.23
symb3master_12567	5.11	4.45	5.63	5.71
symb3master_12568	18.04	16.05	17.11	16.12
symb3master_12569	10.89	10.06	9.60	9.25
symb3master_12570	6.77	7.22	6.64	6.65
symb3master_12571	12.84	12.96	11.47	11.43
symb3master_12572	0.00	0.08	0.10	0.00
symb3master_12573	19.93	18.52	18.27	20.16
symb3master_12574	13.24	10.85	11.38	13.92
symb3master_12575	10.71	10.21	9.54	9.26
symb3master_12576	10.44	10.41	10.02	9.71
symb3master_12577	10.62	9.56	9.09	9.51
symb3master_12578	5.04	4.70	4.82	4.63
symb3master_12579	16.47	17.92	17.44	17.06
symb3master_12580	35.27	36.59	37.93	41.74
symb3master_12581	5.47	5.45	4.51	4.87
symb3master_12582	1.55	1.39	1.75	1.60
symb3master_12583	6.70	7.35	7.25	7.23
symb3master_12584	23.12	22.62	22.76	24.80
symb3master_12585	14.02	13.49	12.19	11.82
symb3master_12586	1.43	1.94	2.44	2.04
symb3master_12587	10.95	11.26	9.68	9.95
symb3master_12588	17.94	19.24	18.81	19.13
symb3master_12589	5.99	6.26	6.85	6.76
symb3master_12590	1.12	0.82	2.31	1.29
symb3master_12591	11.47	10.94	11.28	12.14
symb3master_12592	7.86	6.00	6.82	7.30
symb3master_12593	5.14	5.28	5.18	5.52
symb3master_12594	1.91	1.81	1.76	1.06
symb3master_12595	9.13	8.14	8.51	7.72
symb3master_12596	2.45	2.06	2.49	2.46
symb3master_12597	4.06	4.18	5.02	4.41
symb3master_12598	21.14	20.18	22.18	22.55
symb3master_12599	13.49	13.65	13.54	14.05
symb3master_12600	10.72	10.77	9.87	9.98
symb3master_12601	2.39	2.48	2.30	2.06
symb3master_12602	54.35	54.18	57.64	54.85
symb3master_12603	2.38	2.17	2.51	2.42
symb3master_12604	10.87	12.06	12.64	11.76
symb3master_12605	14.01	13.24	14.17	13.61
symb3master_12606	17.23	14.80	15.26	14.74
symb3master_12607	0.77	1.07	1.14	0.89
symb3master_12608	46.93	48.97	53.86	53.50
symb3master_12609	7.74	6.91	7.79	7.40
symb3master_12610	20.95	19.51	18.09	17.69
symb3master_12611	15.62	15.93	16.78	16.56
symb3master_12612	4.32	4.27	4.55	5.22
symb3master_12613	11.12	10.21	9.95	10.46
symb3master_12614	45.68	45.77	45.79	42.36
symb3master_12615	13.86	13.11	12.34	12.47
symb3master_12616	2.32	2.34	1.62	2.06
symb3master_12617	0.34	0.20	0.27	0.56
symb3master_12618	0.84	0.30	0.51	0.64
symb3master_12619	6.82	6.54	6.01	6.45
symb3master_12620	8.97	9.17	9.55	9.24
symb3master_12621	2.21	2.31	2.17	2.12
symb3master_12622	2.59	2.68	2.37	2.98
symb3master_12623	16.40	15.18	14.32	14.16
symb3master_12624	7.56	6.96	6.36	5.89
symb3master_12625	17.83	17.39	17.21	16.58
symb3master_12626	22.58	23.67	24.95	23.92
symb3master_12627	6.56	7.15	7.24	7.60
symb3master_12628	14.33	14.63	13.47	12.90
symb3master_12629	3.31	3.30	3.60	3.66
symb3master_12630	4.04	4.01	4.06	3.18
symb3master_12631	2.33	2.28	1.97	2.04
symb3master_12632	2.55	2.37	2.43	2.24
symb3master_12633	11.14	11.59	10.65	10.80
symb3master_12634	16.99	18.71	17.59	16.72
symb3master_12635	5.21	5.35	5.70	5.79
symb3master_12636	16.19	18.30	17.24	16.27
symb3master_12637	29.99	31.92	32.60	32.83
symb3master_12638	0.73	0.86	0.77	0.72
symb3master_12639	10.87	11.22	10.94	12.51
symb3master_12640	5.55	5.52	5.24	5.12
symb3master_12641	27.35	26.99	25.31	25.63
symb3master_12642	9.52	10.36	10.11	10.13
symb3master_12643	10.76	10.48	11.00	9.45
symb3master_12644	5.47	5.36	5.37	5.76
symb3master_12645	10.99	10.19	10.74	9.39
symb3master_12646	4.94	4.56	4.54	4.04
symb3master_12647	0.67	0.88	0.66	0.31
symb3master_12648	14.72	14.19	14.70	14.97
symb3master_12649	11.08	10.21	11.00	10.58
symb3master_12650	4.74	4.02	4.32	4.20
symb3master_12651	2.85	2.92	2.71	2.78
symb3master_12652	5.79	4.99	4.50	4.94
symb3master_12653	21.08	21.12	21.20	20.44
symb3master_12654	12.00	13.02	14.22	11.93
symb3master_12655	10.99	11.62	10.34	9.33
symb3master_12656	13.49	15.76	16.17	15.58
symb3master_12657	0.40	0.48	0.58	0.00
symb3master_12658	6.29	5.74	6.04	5.36
symb3master_12659	9.24	8.58	8.13	8.38
symb3master_12660	10.22	11.89	11.42	11.32
symb3master_12661	27.83	29.03	31.48	30.75
symb3master_12662	2.19	2.41	2.03	1.94
symb3master_12663	26.59	26.50	25.49	27.13
symb3master_12664	13.24	14.35	13.84	16.60
symb3master_12665	50.30	50.89	53.55	54.57
symb3master_12666	13.76	13.88	15.03	13.67
symb3master_12667	1.83	2.25	2.18	2.12
symb3master_12668	9.95	10.34	9.14	8.67
symb3master_12669	7.95	7.64	6.75	6.87
symb3master_12670	15.16	14.38	15.67	15.56
symb3master_12671	7.53	7.78	7.57	7.21
symb3master_12672	28.96	29.24	30.23	29.70
symb3master_12673	3.85	3.28	3.11	3.72
symb3master_12674	6.33	6.54	5.61	6.03
symb3master_12675	1.48	1.36	1.18	1.10
symb3master_12676	32.99	32.21	32.39	33.20
symb3master_12677	9.71	9.15	8.75	10.51
symb3master_12678	63.10	68.71	71.30	71.41
symb3master_12679	13.62	13.89	13.58	14.18
symb3master_12680	2.24	2.23	2.14	2.12
symb3master_12681	10.59	11.81	11.16	10.52
symb3master_12682	26.18	25.05	25.65	24.01
symb3master_12683	40.64	41.70	35.90	35.86
symb3master_12684	10.31	10.45	9.95	8.55
symb3master_12685	1.81	1.88	1.75	1.72
symb3master_12686	2.89	2.86	2.84	3.09
symb3master_12687	8.89	9.36	9.00	9.29
symb3master_12688	0.59	0.66	0.86	1.02
symb3master_12689	6.12	5.81	6.06	4.58
symb3master_12690	13.72	14.17	13.76	13.28
symb3master_12691	6.34	5.49	6.21	5.58
symb3master_12692	18.32	18.64	19.55	18.37
symb3master_12693	7.52	7.40	6.87	7.24
symb3master_12694	23.35	22.34	23.55	24.98
symb3master_12695	32.79	33.27	38.95	42.61
symb3master_12697	8.01	8.37	8.28	8.82
symb3master_12698	23.25	22.58	20.94	23.12
symb3master_12699	4.08	4.14	3.52	3.94
symb3master_12700	27.35	26.86	25.62	25.18
symb3master_12701	24.21	25.41	23.96	24.09
symb3master_12702	14.93	15.32	14.93	14.63
symb3master_12703	0.47	0.64	0.76	0.94
symb3master_12704	14.19	13.96	14.00	13.21
symb3master_12705	10.89	10.99	10.91	11.04
symb3master_12706	15.04	15.17	14.37	14.45
symb3master_12707	12.49	12.56	10.09	10.41
symb3master_12708	3.49	3.35	3.32	3.54
symb3master_12709	26.92	29.74	31.04	36.10
symb3master_12710	13.76	12.48	12.35	11.27
symb3master_12711	22.68	22.22	21.06	21.88
symb3master_12712	23.14	21.32	18.95	19.20
symb3master_12713	8.48	10.59	8.98	9.17
symb3master_12714	7.17	5.80	6.39	6.14
symb3master_12715	12.89	13.59	13.16	13.24
symb3master_12716	1.37	1.52	1.83	1.62
symb3master_12717	15.45	14.09	13.23	13.11
symb3master_12718	32.90	34.07	31.24	31.19
symb3master_12719	5.29	5.57	5.29	5.22
symb3master_12720	3.43	4.00	3.20	3.64
symb3master_12721	13.62	14.17	12.87	13.49
symb3master_12722	1.94	1.55	1.39	1.75
symb3master_12723	6.62	5.77	6.74	7.07
symb3master_12724	16.08	15.13	14.47	13.94
symb3master_12725	10.20	11.15	11.26	11.48
symb3master_12726	15.13	16.63	15.76	15.58
symb3master_12727	2.80	3.10	2.66	2.75
symb3master_12728	7.00	8.52	7.32	7.27
symb3master_12729	8.98	8.57	9.16	9.54
symb3master_12730	9.50	10.60	10.56	10.22
symb3master_12731	4.80	4.72	4.65	4.49
symb3master_12732	6.46	6.87	6.66	6.13
symb3master_12733	4.64	4.69	4.57	4.54
symb3master_12734	13.59	12.97	12.42	11.30
symb3master_12735	8.45	7.09	6.19	6.91
symb3master_12736	8.08	8.32	7.77	7.87
symb3master_12737	9.61	9.22	10.12	9.62
symb3master_12738	19.05	18.03	16.60	16.10
symb3master_12739	15.70	15.27	14.97	14.86
symb3master_12740	2.93	2.77	2.51	2.73
symb3master_12741	6.32	5.75	5.75	5.24
symb3master_12742	6.79	7.34	6.74	6.62
symb3master_12743	14.14	13.79	14.72	13.36
symb3master_12744	9.15	8.67	8.04	7.93
symb3master_12745	15.66	14.04	14.11	14.93
symb3master_12746	5.37	5.65	4.68	5.39
symb3master_12747	16.27	14.46	14.46	14.42
symb3master_12748	7.97	8.79	8.95	7.70
symb3master_12749	8.92	9.37	9.96	9.27
symb3master_12750	7.79	7.83	7.21	7.98
symb3master_12751	15.35	16.15	14.52	13.47
symb3master_12752	13.11	14.45	15.14	15.34
symb3master_12753	15.91	16.00	15.70	16.90
symb3master_12754	1.86	2.14	2.04	2.22
symb3master_12755	13.95	12.77	11.63	12.52
symb3master_12756	13.92	14.29	12.85	13.02
symb3master_12757	10.52	10.48	11.28	11.85
symb3master_12758	10.57	9.39	9.59	9.28
symb3master_12759	17.33	16.75	17.64	19.44
symb3master_12760	5.47	5.27	4.72	4.74
symb3master_12761	0.71	0.84	0.77	0.69
symb3master_12762	27.96	29.16	27.36	26.38
symb3master_12763	10.57	10.34	9.40	9.68
symb3master_12764	5.33	5.43	5.13	5.28
symb3master_12765	6.52	6.40	6.87	7.03
symb3master_12766	5.01	4.69	4.46	5.07
symb3master_12767	11.72	12.57	11.32	11.92
symb3master_12768	8.79	9.93	10.89	10.90
symb3master_12769	8.52	9.73	7.13	9.37
symb3master_12770	13.63	13.62	13.96	11.78
symb3master_12771	25.24	24.23	25.81	24.93
symb3master_12772	11.13	10.61	11.45	10.79
symb3master_12773	6.39	5.77	5.97	6.05
symb3master_12774	18.65	18.59	18.31	17.77
symb3master_12775	1.31	1.22	1.26	1.13
symb3master_12776	14.85	14.61	13.86	14.68
symb3master_12777	9.69	9.64	12.05	11.40
symb3master_12778	15.25	15.44	16.00	15.58
symb3master_12779	3.62	3.01	3.59	3.24
symb3master_12780	15.24	15.36	16.73	17.18
symb3master_12781	10.25	10.30	10.06	9.60
symb3master_12782	19.12	18.69	18.00	17.81
symb3master_12783	5.29	5.36	4.96	4.92
symb3master_12784	5.98	5.90	6.20	7.12
symb3master_12785	18.02	17.71	15.52	15.39
symb3master_12786	13.80	14.34	16.11	15.34
symb3master_12787	15.70	19.23	18.02	17.73
symb3master_12788	20.61	20.93	21.45	18.66
symb3master_12789	17.10	17.53	17.19	18.64
symb3master_12790	6.08	6.06	6.66	6.28
symb3master_12791	9.62	9.98	10.62	9.86
symb3master_12792	2.27	2.41	2.90	2.91
symb3master_12793	15.03	15.85	18.13	17.93
symb3master_12794	16.25	17.62	19.79	21.16
symb3master_12795	4.97	4.36	4.90	5.37
symb3master_12796	4.12	3.83	3.43	4.03
symb3master_12797	16.42	15.58	15.24	15.96
symb3master_12798	17.11	16.26	17.77	15.00
symb3master_12799	7.55	9.50	13.41	13.63
symb3master_12800	53.81	55.20	49.14	46.83
symb3master_12801	2.27	2.33	2.31	2.11
symb3master_12802	19.97	18.92	18.44	20.38
symb3master_12803	9.01	9.52	8.05	8.36
symb3master_12804	10.96	11.81	11.46	11.16
symb3master_12805	20.00	18.75	17.68	17.87
symb3master_12806	36.33	32.66	34.75	33.63
symb3master_12807	9.78	8.89	9.05	8.78
