Symbol	h24u0hetero	h24u10hetero	h24u100hetero	h24u500hetero
symb3master_36840	4.27	5.54	9.15	7.22
symb3master_36841	14.15	16.72	14.79	10.76
symb3master_36842	21.66	23.22	20.07	21.38
symb3master_36843	2.14	2.58	2.84	1.68
symb3master_36844	6.07	4.25	4.21	5.29
symb3master_36845	12.33	13.58	12.14	10.33
symb3master_36849	4.02	6.58	4.06	5.76
symb3master_36850	3.94	3.91	3.62	5.11
symb3master_36851	9.39	10.49	10.30	9.98
symb3master_36852	22.87	24.55	27.51	22.70
symb3master_36853	23.21	24.17	26.39	24.22
symb3master_36854	78.55	79.91	72.97	58.49
symb3master_36855	29.95	30.41	27.07	31.46
symb3master_36856	1.20	1.39	0.85	1.13
symb3master_36857	10.13	7.28	8.01	9.45
symb3master_36858	194.45	167.35	180.88	195.54
symb3master_36859	12.35	14.37	15.63	15.88
symb3master_36860	34.16	28.23	27.45	30.21
symb3master_36861	27.82	26.48	25.95	24.22
symb3master_36862	29.25	27.80	28.22	25.27
symb3master_36863	25.48	39.70	39.05	34.87
symb3master_36864	38.05	33.86	36.90	39.22
symb3master_36865	19.90	23.42	20.41	18.76
symb3master_36866	2.99	1.97	1.58	3.85
symb3master_36867	180.66	153.44	152.99	190.73
symb3master_36868	11.22	9.12	11.15	11.46
symb3master_36869	116.81	124.24	96.39	99.71
symb3master_36870	1.59	1.00	1.24	1.66
symb3master_36871	147.46	122.53	130.31	117.02
symb3master_36872	27.96	26.55	33.05	31.33
symb3master_36873	17.14	24.25	20.18	17.64
symb3master_36874	10.24	10.16	9.36	9.36
symb3master_36875	5.08	5.29	4.32	5.42
symb3master_36876	25.94	19.72	20.69	27.12
symb3master_36877	5.24	6.80	7.23	6.75
symb3master_36878	5.30	3.99	3.69	4.39
symb3master_36879	3.24	2.12	2.31	2.54
symb3master_36880	25.87	19.64	20.27	23.41
symb3master_36881	8.93	8.79	9.77	7.76
symb3master_36882	28.22	30.17	32.03	35.08
symb3master_36883	10.96	13.44	12.51	11.09
symb3master_36884	13.44	11.87	13.65	14.02
symb3master_36885	7.48	6.94	6.55	6.74
symb3master_36886	13.01	9.88	9.35	11.64
symb3master_36887	6.98	8.47	8.51	8.09
symb3master_36888	39.56	38.04	40.22	37.46
symb3master_36889	9.57	7.18	8.24	9.04
symb3master_36890	103.04	103.57	104.18	93.67
symb3master_36891	173.28	176.21	203.63	184.22
symb3master_36892	5.09	10.07	7.03	5.40
symb3master_36893	32.66	38.73	36.68	37.57
symb3master_36894	22.71	16.08	17.80	23.21
symb3master_36895	127.86	124.60	117.85	103.30
symb3master_36896	4.85	3.23	3.56	4.86
symb3master_36897	28.83	26.12	24.14	27.27
symb3master_36898	67.96	67.92	71.25	66.12
symb3master_36899	6.86	5.91	6.85	6.33
symb3master_36900	81.75	66.16	71.88	82.12
symb3master_36901	51.45	62.57	64.40	56.91
symb3master_36902	7.73	7.31	7.10	7.95
symb3master_36903	17.84	13.85	15.04	14.02
symb3master_36904	111.26	96.97	99.60	91.11
symb3master_36905	1.89	2.19	2.01	2.22
symb3master_36906	11.89	11.20	10.25	10.64
symb3master_36907	15.90	14.13	15.24	16.08
symb3master_36908	7.10	7.90	7.27	8.80
symb3master_36909	4.03	3.61	3.27	3.98
symb3master_36910	25.77	23.76	25.28	24.39
symb3master_36911	5.54	6.71	6.95	6.32
symb3master_36912	21.95	29.25	28.55	25.53
symb3master_36913	23.82	19.72	19.55	22.27
symb3master_36914	8.68	12.48	12.47	10.65
symb3master_36915	32.54	36.50	36.51	34.58
symb3master_36916	10.65	13.72	11.42	12.00
symb3master_36917	12.69	17.22	14.78	13.79
symb3master_36918	118.54	115.43	126.28	124.47
symb3master_36919	21.72	17.69	17.31	19.23
symb3master_36920	7.38	5.77	5.58	7.97
symb3master_36921	51.30	52.91	54.11	54.25
symb3master_36922	19.60	16.75	16.95	16.93
symb3master_36923	28.30	36.18	30.92	25.30
symb3master_36924	3.54	1.98	2.30	3.39
symb3master_36925	20.25	31.43	34.06	29.91
symb3master_36926	35.66	46.50	42.75	38.08
symb3master_36927	7.39	12.40	11.54	9.98
symb3master_36928	34.95	19.68	29.14	36.62
symb3master_36929	9.62	10.23	10.27	8.51
symb3master_36930	10.69	11.76	12.26	10.38
symb3master_36931	32.52	26.58	25.98	29.72
symb3master_36932	11.15	20.50	20.25	17.03
symb3master_36933	158.87	150.02	162.18	151.93
symb3master_36934	18.27	20.31	22.20	23.64
symb3master_36935	0.72	1.33	1.78	1.83
symb3master_36936	23.83	25.48	27.71	27.02
symb3master_36937	0.37	0.99	1.27	0.76
symb3master_36938	14.05	13.79	12.00	10.87
symb3master_36939	18.86	15.25	16.35	18.15
symb3master_36940	50.20	54.03	55.66	58.45
symb3master_36941	14.77	17.58	14.38	13.07
symb3master_36942	52.56	56.68	60.91	57.64
symb3master_36943	23.92	22.00	24.56	25.09
symb3master_36944	14.30	14.66	15.37	14.93
symb3master_36945	8.97	11.35	9.55	8.40
symb3master_36946	9.32	14.47	14.91	13.97
symb3master_36947	12.34	14.55	15.15	14.87
symb3master_36948	15.42	15.42	13.89	16.07
symb3master_36949	14.66	14.08	12.80	15.20
symb3master_36950	4.18	2.68	4.06	3.66
symb3master_36951	1.09	1.84	2.82	2.09
symb3master_36952	29.05	26.47	25.60	29.87
symb3master_36953	10.36	11.79	15.09	13.57
symb3master_36954	21.68	21.56	23.25	23.37
symb3master_36955	14.83	17.88	15.49	14.02
symb3master_36956	9.67	9.97	10.99	9.62
symb3master_36957	8.44	9.15	9.76	9.06
symb3master_36958	40.43	38.86	41.55	45.65
symb3master_36959	44.59	48.12	46.80	43.53
symb3master_36960	0.76	0.81	0.39	0.73
symb3master_36961	3.23	3.56	2.24	2.17
symb3master_36962	13.31	7.88	7.64	8.21
symb3master_36963	26.12	26.91	25.46	28.62
symb3master_36964	24.56	23.70	21.05	20.62
symb3master_36965	2.16	4.63	4.42	3.42
symb3master_36966	6.76	5.97	4.79	5.53
symb3master_36967	8.18	5.21	4.72	5.16
symb3master_36968	17.69	11.21	13.91	16.43
symb3master_36969	155.57	150.62	155.70	151.09
symb3master_36970	11.95	13.39	13.22	10.97
symb3master_36971	14.48	14.09	13.39	14.61
symb3master_36972	6.28	7.18	2.97	5.55
symb3master_36973	7.31	9.87	8.37	9.64
symb3master_36974	80.14	71.68	72.34	67.26
symb3master_36975	0.12	1.70	1.35	1.00
symb3master_36976	22.96	28.08	27.41	25.27
symb3master_36977	29.58	25.34	24.91	27.81
symb3master_36978	11.88	17.12	15.91	14.26
symb3master_36979	60.25	54.54	51.46	55.10
symb3master_36980	10.09	10.36	11.61	8.32
symb3master_36981	28.78	30.90	29.19	28.39
symb3master_36982	21.25	18.79	16.89	15.99
symb3master_36983	18.22	25.73	19.23	19.20
symb3master_36984	12.39	9.25	7.69	9.02
symb3master_36985	9.72	6.76	7.97	9.94
symb3master_36986	2.35	2.13	2.04	2.35
symb3master_36987	13.50	13.69	13.79	13.57
symb3master_36988	12.80	14.13	11.39	9.39
symb3master_36989	29.94	34.35	34.99	32.76
symb3master_36990	45.46	54.38	55.51	50.30
symb3master_36992	19.65	23.68	21.27	21.37
symb3master_36993	14.06	8.02	9.91	9.99
symb3master_36994	5.29	4.12	3.05	4.13
symb3master_36995	20.11	23.24	27.04	21.88
symb3master_36996	1.59	2.49	2.59	1.91
symb3master_36997	13.07	11.58	14.03	14.05
symb3master_36998	10.59	9.09	8.68	9.46
symb3master_36999	3.15	3.94	3.86	3.86
symb3master_37000	41.45	38.09	40.76	42.04
symb3master_37001	42.88	48.42	44.06	48.75
symb3master_37002	15.49	16.76	14.55	17.00
symb3master_37003	28.15	22.01	21.09	24.86
symb3master_37004	13.90	18.28	16.80	14.93
symb3master_37005	14.93	20.24	18.15	15.56
symb3master_37006	22.87	28.35	28.88	27.02
symb3master_37007	204.03	172.86	173.85	185.19
symb3master_37008	51.30	54.93	53.74	47.96
symb3master_37009	6.63	5.34	5.15	6.50
symb3master_37010	0.94	2.61	4.70	3.51
symb3master_37011	9.23	7.82	9.02	9.53
symb3master_37012	10.04	7.20	7.39	8.75
symb3master_37013	25.48	34.21	35.67	29.95
symb3master_37014	18.75	22.30	19.39	18.40
symb3master_37015	19.14	14.21	12.92	12.57
symb3master_37016	41.17	44.17	47.55	45.25
symb3master_37017	14.17	11.93	11.77	12.73
symb3master_37018	15.75	15.59	15.91	14.98
symb3master_37019	39.80	36.59	40.07	35.58
symb3master_37020	6.82	5.77	5.46	4.29
symb3master_37021	0.13	0.25	0.63	0.39
symb3master_37022	15.85	12.98	13.12	13.28
symb3master_37023	16.00	14.47	15.31	15.93
symb3master_37024	12.92	17.37	17.27	13.68
symb3master_37025	11.14	9.50	9.63	10.72
symb3master_37026	16.72	20.78	19.50	17.95
symb3master_37027	19.03	21.04	20.71	19.60
symb3master_37028	10.22	9.71	8.07	8.21
symb3master_37029	5.79	9.13	7.87	6.85
symb3master_37030	20.16	18.41	18.23	18.41
symb3master_37031	10.70	20.23	20.24	16.99
symb3master_37032	0.43	0.62	0.46	0.51
symb3master_37033	27.79	30.78	31.73	27.36
symb3master_37034	11.32	11.95	13.69	12.74
symb3master_37035	1.16	1.96	1.58	1.45
symb3master_37036	9.33	9.69	8.00	6.65
symb3master_37037	27.56	26.02	24.90	29.44
symb3master_37038	14.54	19.83	15.10	11.55
symb3master_37039	11.08	12.72	10.84	10.27
symb3master_37040	4.31	3.57	3.29	5.50
symb3master_37041	7.22	3.03	3.99	5.28
symb3master_37042	3.37	4.60	4.33	4.16
symb3master_37043	10.91	8.68	8.50	8.90
symb3master_37044	0.65	0.84	1.41	0.94
symb3master_37045	10.27	9.91	8.81	7.79
symb3master_37046	67.92	67.52	69.03	64.18
symb3master_37047	4.88	4.42	3.51	5.20
symb3master_37048	1.85	3.84	3.56	2.29
symb3master_37049	22.55	21.94	24.92	28.36
symb3master_37050	3.90	2.40	3.32	3.00
symb3master_37051	49.43	50.45	47.08	44.99
symb3master_37052	13.22	8.45	8.24	8.92
symb3master_37053	5.81	3.92	4.02	4.46
symb3master_37054	27.33	20.85	20.21	22.92
symb3master_37055	0.31	0.34	0.25	0.23
symb3master_37056	0.59	0.59	0.52	0.68
symb3master_37057	10.55	7.36	7.38	8.96
symb3master_37058	25.20	21.27	17.87	23.14
symb3master_37059	16.72	21.80	20.20	20.06
symb3master_37060	24.76	27.72	26.92	25.83
symb3master_37061	17.00	12.60	14.06	16.49
symb3master_37062	16.99	15.15	16.20	15.20
symb3master_37063	28.12	27.89	28.23	31.84
symb3master_37064	21.45	23.06	20.57	20.46
symb3master_37065	22.40	25.88	30.93	27.54
symb3master_37066	6.33	4.47	3.93	6.64
symb3master_37067	14.67	12.50	14.12	14.43
symb3master_37068	28.07	24.24	24.76	29.19
symb3master_37069	18.40	16.78	15.09	13.97
symb3master_37070	16.81	19.32	18.91	17.94
symb3master_37071	3.43	1.85	2.94	3.29
symb3master_37072	3.82	2.40	2.97	4.31
symb3master_37073	4.48	3.75	4.19	4.80
symb3master_37074	35.36	48.21	47.46	46.09
symb3master_37075	1.15	0.71	1.01	0.90
symb3master_37076	18.04	15.47	15.11	14.14
symb3master_37077	36.42	30.16	31.91	36.70
symb3master_37078	1.98	2.99	4.08	4.20
symb3master_37079	27.58	33.92	34.09	32.05
symb3master_37080	15.32	10.70	14.99	16.66
symb3master_37081	11.67	12.48	10.53	12.26
symb3master_37082	5.10	3.80	4.02	3.62
symb3master_37083	23.39	17.01	19.05	23.35
symb3master_37084	17.30	21.56	19.22	18.19
symb3master_37085	8.45	6.79	7.13	7.11
symb3master_37086	20.07	18.81	18.40	22.66
symb3master_37087	18.66	18.48	15.43	16.02
symb3master_37088	9.49	8.84	9.33	9.78
symb3master_37089	14.79	17.48	19.45	17.47
symb3master_37090	16.67	14.45	12.49	10.86
symb3master_37091	4.53	3.93	3.51	2.32
symb3master_37092	9.50	9.00	9.50	9.29
symb3master_37093	7.22	8.96	10.04	6.02
symb3master_37094	24.20	25.03	24.57	24.94
symb3master_37095	14.18	14.24	14.44	15.35
symb3master_37096	12.92	10.03	10.88	12.59
symb3master_37097	5.63	7.13	5.40	7.43
symb3master_37098	22.68	20.77	19.11	18.75
symb3master_37099	17.03	16.18	15.00	12.60
symb3master_37101	14.92	20.50	19.32	16.25
symb3master_37102	21.03	21.90	24.75	21.21
symb3master_37103	37.97	38.12	41.22	38.98
symb3master_37104	2.25	2.27	2.92	2.31
symb3master_37105	12.11	14.04	14.79	14.40
symb3master_37106	20.77	19.03	17.61	18.86
symb3master_37107	14.97	12.63	13.72	16.66
symb3master_37108	27.70	20.11	23.39	24.77
symb3master_37109	12.02	9.42	10.22	11.50
symb3master_37110	13.72	12.96	13.62	16.24
symb3master_37111	6.29	4.49	5.11	4.51
symb3master_37112	0.66	0.59	0.34	0.82
symb3master_37113	10.88	7.24	8.07	9.17
symb3master_37114	10.34	11.40	9.60	11.07
symb3master_37115	2.29	2.64	3.87	3.60
symb3master_37116	6.63	5.52	4.66	6.42
symb3master_37117	1.46	1.68	1.63	1.84
symb3master_37118	34.84	42.86	42.08	39.09
symb3master_37119	8.39	6.94	7.77	6.97
symb3master_37120	18.57	20.83	19.51	19.85
symb3master_37121	35.12	27.49	29.73	29.23
symb3master_37122	19.82	16.27	14.46	17.28
symb3master_37123	19.35	17.55	22.16	17.03
symb3master_37124	16.08	13.65	11.25	13.76
symb3master_37125	2.79	2.67	2.74	3.42
symb3master_37126	23.82	20.80	20.24	24.15
symb3master_37127	0.65	0.63	0.43	0.49
symb3master_37128	7.33	5.40	6.12	7.22
symb3master_37129	8.60	9.32	8.57	7.42
symb3master_37130	26.51	26.98	25.08	27.61
symb3master_37131	29.76	28.69	27.74	30.07
symb3master_37132	7.67	8.19	11.49	9.87
symb3master_37133	11.47	7.44	8.86	8.25
symb3master_37134	1.28	1.04	1.13	0.90
symb3master_37135	11.19	19.48	17.67	13.91
symb3master_37136	26.42	21.30	22.93	25.45
symb3master_37137	8.87	6.66	7.48	6.57
symb3master_37138	0.05	0.42	0.41	0.42
symb3master_37139	15.81	13.27	16.01	14.35
symb3master_37140	19.37	19.88	22.82	27.83
symb3master_37141	39.32	28.13	32.92	37.97
symb3master_37142	4.78	2.31	3.34	4.29
symb3master_37143	22.05	17.88	20.76	22.75
symb3master_37144	21.65	16.22	17.66	23.23
symb3master_37145	0.71	0.31	0.42	0.52
symb3master_37146	18.14	13.55	16.91	16.42
symb3master_37147	5.25	6.22	4.76	4.77
symb3master_37148	11.76	16.69	14.09	13.71
symb3master_37149	59.48	59.25	64.04	56.39
symb3master_37150	13.65	15.61	15.55	15.18
symb3master_37151	14.62	11.14	12.68	14.35
symb3master_37152	17.59	18.58	19.02	18.97
symb3master_37153	29.33	25.73	23.74	25.60
symb3master_37154	9.94	8.31	10.13	10.59
symb3master_37155	17.17	24.96	20.64	18.21
symb3master_37156	3.35	3.88	4.15	4.17
symb3master_37157	10.63	13.94	14.44	12.07
symb3master_37158	2.06	1.46	1.40	2.19
symb3master_37159	28.11	33.21	31.78	29.35
symb3master_37160	8.49	10.67	11.85	10.69
symb3master_37161	1.73	1.83	1.62	2.03
symb3master_37162	19.04	19.56	19.17	19.14
symb3master_37163	22.15	17.54	17.58	21.28
symb3master_37164	13.46	14.58	14.36	13.50
symb3master_37165	22.51	26.17	27.09	27.58
symb3master_37166	12.49	8.49	7.88	9.49
symb3master_37167	12.03	9.99	10.87	12.73
symb3master_37168	4.26	3.09	3.28	5.01
symb3master_37169	1.64	1.34	1.93	2.89
symb3master_37170	4.75	4.22	5.64	4.11
symb3master_37171	14.73	16.31	15.62	15.65
symb3master_37172	8.87	9.77	8.60	8.14
symb3master_37173	10.54	10.29	10.36	10.85
symb3master_37174	15.26	10.12	10.84	10.93
symb3master_37175	88.13	80.59	84.68	78.35
symb3master_37176	6.20	3.23	3.50	4.53
symb3master_37177	22.93	25.14	27.22	23.70
symb3master_37178	3.26	1.64	2.22	2.77
symb3master_37179	0.15	0.66	0.81	0.69
symb3master_37180	23.02	16.13	18.15	19.09
symb3master_37181	18.40	28.74	32.49	27.39
symb3master_37182	11.34	19.19	17.02	14.91
symb3master_37183	19.14	16.63	18.02	18.12
symb3master_37184	4.26	7.78	7.73	6.68
symb3master_37185	16.84	13.87	12.82	14.75
symb3master_37186	9.43	7.36	7.02	9.26
symb3master_37187	16.59	17.10	18.06	15.81
symb3master_37188	15.07	26.48	24.99	20.33
symb3master_37189	12.27	11.19	10.17	13.05
symb3master_37190	17.81	19.43	18.59	18.04
symb3master_37191	17.60	12.89	12.81	16.56
symb3master_37192	13.75	15.01	15.63	14.61
symb3master_37193	1.22	1.27	1.19	1.61
symb3master_37194	5.91	9.23	9.25	7.73
symb3master_37195	18.89	17.41	17.04	18.96
symb3master_37196	5.80	4.96	5.70	6.20
symb3master_37197	11.17	6.91	6.98	9.03
symb3master_37198	11.07	8.24	8.94	10.80
symb3master_37199	1.99	1.21	1.73	1.95
symb3master_37200	6.36	17.51	18.26	15.63
symb3master_37201	21.40	22.13	20.25	20.30
symb3master_37202	9.49	6.20	5.04	5.77
symb3master_37203	17.09	14.36	13.66	15.30
symb3master_37204	8.84	7.02	8.15	8.11
symb3master_37205	22.48	20.95	22.49	22.41
symb3master_37206	0.07	0.24	0.41	0.45
symb3master_37207	1.50	1.90	1.66	2.19
symb3master_37208	37.46	30.18	30.09	34.53
symb3master_37209	4.13	5.02	4.29	3.49
symb3master_37210	11.32	9.97	9.86	10.24
symb3master_37211	9.50	8.28	8.69	9.69
symb3master_37212	7.85	7.03	8.51	7.79
symb3master_37213	11.12	10.62	9.28	7.43
symb3master_37215	29.27	33.55	32.36	32.39
symb3master_37216	3.94	3.88	3.72	4.94
symb3master_37217	9.82	5.21	6.02	7.07
symb3master_37218	7.10	5.12	6.36	5.78
symb3master_37219	14.52	9.87	11.09	12.49
symb3master_37220	4.91	5.90	10.14	5.87
symb3master_37221	6.71	7.31	5.39	6.21
symb3master_37222	48.56	47.41	44.52	45.82
symb3master_37223	0.84	0.78	0.52	0.77
symb3master_37224	16.46	21.46	18.49	19.77
symb3master_37225	25.96	23.50	24.18	26.62
symb3master_37226	0.69	0.42	0.70	0.72
symb3master_37227	25.16	24.03	21.57	23.57
symb3master_37228	26.34	27.11	30.73	26.18
symb3master_37229	7.96	5.83	6.73	10.09
symb3master_37230	8.58	9.50	11.16	10.91
symb3master_37231	14.21	18.52	17.60	19.31
symb3master_37232	9.69	7.21	7.37	10.53
symb3master_37233	12.68	10.20	11.25	13.75
symb3master_37234	7.03	8.75	8.49	8.09
symb3master_37235	11.69	13.46	12.44	12.35
symb3master_37236	11.10	9.63	8.45	10.14
symb3master_37237	5.71	3.87	3.96	4.74
symb3master_37238	19.80	17.17	15.68	16.73
symb3master_37239	3.91	1.90	2.72	3.37
symb3master_37240	5.92	5.00	5.52	7.32
symb3master_37241	4.36	4.55	5.76	4.92
symb3master_37242	12.95	17.17	16.61	14.24
symb3master_37243	17.09	20.06	17.72	16.43
symb3master_37244	14.66	13.68	12.48	13.30
symb3master_37245	19.32	15.32	12.95	14.16
symb3master_37246	16.93	15.30	20.10	20.46
symb3master_37247	8.39	4.95	5.63	6.53
symb3master_37248	5.60	2.92	4.38	4.25
symb3master_37249	18.96	20.80	19.86	17.21
symb3master_37250	32.82	25.21	25.41	27.50
symb3master_37251	4.95	3.28	2.95	4.17
symb3master_37252	23.22	24.59	24.76	22.88
symb3master_37253	6.61	9.53	11.91	11.97
symb3master_37254	8.56	6.43	8.92	8.80
symb3master_37255	6.64	4.27	4.16	4.33
symb3master_37256	2.46	1.99	2.36	2.76
symb3master_37257	3.88	1.81	1.49	1.69
symb3master_37258	11.12	8.29	10.15	12.13
symb3master_37259	14.12	18.80	17.07	16.59
symb3master_37260	35.04	23.79	22.45	20.45
symb3master_37261	23.59	26.24	23.08	26.53
symb3master_37262	13.91	11.59	13.28	13.05
symb3master_37263	32.71	32.47	32.90	31.12
symb3master_37264	15.46	14.46	14.43	15.63
symb3master_37265	32.96	33.65	33.08	31.06
symb3master_37266	24.51	27.34	27.95	25.92
symb3master_37267	10.79	10.69	10.63	10.74
symb3master_37268	0.83	0.87	1.12	1.19
symb3master_37269	3.11	3.37	3.06	3.82
symb3master_37270	11.35	10.41	8.96	10.10
symb3master_37271	24.50	19.14	23.40	24.92
symb3master_37272	6.60	7.40	7.41	7.21
symb3master_37273	30.86	35.25	29.96	27.15
symb3master_37274	1.38	1.01	0.77	1.59
symb3master_37275	21.70	26.76	26.32	25.20
symb3master_37276	1.18	1.26	2.09	1.70
symb3master_37277	1.18	2.27	1.92	1.66
symb3master_37278	23.79	21.96	24.42	25.40
symb3master_37279	4.22	6.01	6.71	5.49
symb3master_37280	2.86	2.07	2.40	3.01
symb3master_37281	7.26	6.40	9.01	8.68
symb3master_37282	43.52	42.64	41.95	42.63
symb3master_37283	15.30	11.85	13.23	14.36
symb3master_37284	11.26	9.44	10.17	11.31
symb3master_37285	11.21	10.21	10.41	10.79
symb3master_37286	6.49	10.35	10.62	8.72
symb3master_37287	21.04	27.15	24.98	21.81
symb3master_37288	35.71	31.14	31.59	35.65
symb3master_37289	16.51	17.05	12.97	14.37
symb3master_37290	0.09	0.00	0.10	0.00
symb3master_37291	13.45	17.06	15.88	15.01
symb3master_37292	4.71	5.27	3.95	3.66
symb3master_37293	2.17	1.64	1.82	2.13
symb3master_37294	22.68	18.73	19.19	22.59
symb3master_37295	0.51	0.36	0.48	0.82
symb3master_37296	4.10	4.33	2.98	3.40
symb3master_37297	15.88	26.35	24.95	22.09
symb3master_37298	6.37	4.50	3.84	4.88
symb3master_37299	1.50	1.52	1.43	1.29
symb3master_37300	8.09	7.16	6.88	7.36
symb3master_37301	22.79	22.14	21.00	25.02
symb3master_37302	4.06	4.63	2.23	3.08
symb3master_37303	6.26	6.19	6.24	5.73
symb3master_37304	19.42	21.84	21.38	19.87
symb3master_37305	7.98	5.96	4.35	6.66
symb3master_37306	15.55	17.83	20.73	16.65
symb3master_37307	10.83	8.42	8.19	9.74
symb3master_37308	2.05	1.66	1.43	1.64
symb3master_37309	16.97	23.81	22.65	20.73
symb3master_37310	9.31	11.16	8.94	7.87
symb3master_37311	9.91	11.26	9.42	9.91
symb3master_37312	10.40	15.36	14.48	14.45
symb3master_37313	0.80	0.87	0.86	0.77
symb3master_37314	8.36	6.85	6.85	6.24
symb3master_37315	10.29	11.55	11.37	13.39
symb3master_37316	10.14	10.62	10.33	12.22
symb3master_37317	13.40	17.12	17.80	17.39
symb3master_37318	15.16	14.95	14.06	14.46
symb3master_37319	2.66	2.42	2.89	3.29
symb3master_37320	24.70	28.93	29.67	25.49
symb3master_37321	6.81	4.05	5.56	8.33
symb3master_37322	2.01	1.58	1.52	2.12
symb3master_37323	2.48	3.93	4.51	3.91
symb3master_37324	29.53	22.68	27.65	32.44
symb3master_37325	7.30	3.78	5.88	8.76
symb3master_37326	11.31	11.91	13.24	12.63
symb3master_37327	0.87	0.53	0.74	0.63
symb3master_37328	4.97	3.10	3.47	4.08
symb3master_37329	7.18	6.26	6.45	6.91
symb3master_37330	13.89	18.57	20.01	16.65
symb3master_37331	19.50	15.32	14.35	15.67
symb3master_37332	8.08	7.13	7.74	9.19
symb3master_37333	8.42	8.55	9.08	8.65
symb3master_37334	15.94	21.46	19.73	17.04
symb3master_37335	2.27	2.08	1.78	2.39
symb3master_37336	40.04	31.90	28.78	37.64
symb3master_37337	18.07	20.46	21.21	20.27
symb3master_37338	32.10	45.97	42.58	37.65
symb3master_37339	12.74	12.89	12.30	14.05
symb3master_37340	2.96	3.89	3.53	3.27
symb3master_37341	26.48	26.15	27.48	28.47
symb3master_37342	25.37	23.83	22.60	24.35
symb3master_37343	13.75	11.26	10.43	13.46
symb3master_37344	17.58	15.64	18.93	16.38
symb3master_37345	27.07	24.93	22.27	25.34
symb3master_37346	6.28	5.21	3.71	3.71
symb3master_37347	17.28	22.17	17.93	12.30
symb3master_37348	28.39	27.25	19.84	13.52
symb3master_37349	34.53	45.27	44.15	38.11
symb3master_37350	15.43	16.46	14.54	15.54
symb3master_37351	22.65	17.40	19.99	23.58
symb3master_37352	8.68	10.78	9.71	8.93
symb3master_37353	22.79	25.32	24.42	25.18
symb3master_37354	14.37	13.77	13.60	11.31
symb3master_37355	200.04	160.27	167.53	179.93
symb3master_37356	2.73	3.44	1.69	1.87
symb3master_37357	7.41	8.25	7.45	7.83
symb3master_37358	1.64	1.03	0.90	0.58
symb3master_37359	7.48	7.46	5.73	5.99
symb3master_37360	8.20	9.80	10.38	9.03
symb3master_37361	0.94	0.97	0.62	0.26
symb3master_37362	42.07	48.02	47.01	39.28
symb3master_37363	12.18	10.30	10.81	11.10
symb3master_37364	1.19	1.86	2.06	0.78
symb3master_37365	26.01	22.95	25.75	29.20
symb3master_37366	10.02	9.46	9.65	9.38
symb3master_37367	26.32	30.29	28.89	32.59
symb3master_37368	11.93	12.63	12.85	9.73
symb3master_37369	5.69	6.75	6.50	7.32
symb3master_37370	16.07	13.94	14.28	15.52
symb3master_37371	24.78	26.68	26.89	27.43
symb3master_37372	20.90	18.54	17.39	17.54
symb3master_37373	21.02	19.15	18.70	17.10
symb3master_37374	17.40	10.77	12.33	15.30
symb3master_37375	12.99	14.14	13.99	14.71
symb3master_37376	25.75	19.78	19.69	22.59
symb3master_37377	20.03	22.54	20.39	18.08
symb3master_37378	20.08	19.01	20.87	18.62
symb3master_37379	1.26	1.72	1.63	2.08
symb3master_37380	0.58	0.42	0.42	0.72
symb3master_37381	2.88	2.35	1.57	1.91
symb3master_37382	12.46	10.86	10.21	10.64
symb3master_37383	39.39	35.00	32.70	36.64
symb3master_37384	5.84	7.38	8.16	8.12
symb3master_37385	8.74	8.18	7.16	9.08
symb3master_37386	7.34	9.52	7.25	6.46
symb3master_37387	0.79	0.61	1.01	1.29
symb3master_37388	23.65	15.54	16.35	21.55
symb3master_37389	0.93	0.52	0.51	0.66
symb3master_37390	14.96	12.64	10.24	12.87
symb3master_37391	14.10	12.27	11.50	12.08
symb3master_37392	2.31	2.46	2.86	2.67
symb3master_37393	4.22	3.81	3.49	3.52
symb3master_37394	2.30	1.76	2.22	2.49
symb3master_37395	8.43	6.77	6.48	6.90
symb3master_37396	18.45	16.10	13.94	18.45
symb3master_37397	0.62	0.68	0.95	0.74
symb3master_37398	17.88	16.99	17.12	16.43
symb3master_37399	6.26	7.44	7.53	9.00
symb3master_37400	11.46	16.21	15.58	12.90
symb3master_37401	6.92	5.96	6.16	5.17
symb3master_37402	5.37	4.34	4.22	5.35
symb3master_37403	2.07	4.31	2.61	3.17
symb3master_37404	15.13	9.96	15.01	17.13
symb3master_37405	13.92	9.87	11.93	13.24
symb3master_37406	11.82	10.41	9.82	11.45
symb3master_37407	55.11	46.91	51.89	50.27
symb3master_37408	2.16	1.73	1.25	1.51
symb3master_37409	17.98	19.44	16.18	19.87
symb3master_37410	9.16	7.04	7.45	10.66
symb3master_37411	46.92	34.24	42.29	50.66
symb3master_37412	0.57	1.41	1.69	1.72
symb3master_37413	3.66	2.54	2.58	2.59
symb3master_37414	12.73	9.21	11.40	13.44
symb3master_37415	1.59	1.59	1.36	1.58
symb3master_37416	13.63	12.91	13.82	14.43
symb3master_37417	680.29	419.66	413.05	531.88
symb3master_37418	0.75	1.25	1.06	1.30
symb3master_37419	38.37	43.16	40.53	42.21
symb3master_37420	0.53	0.49	0.38	0.52
symb3master_37421	22.91	19.55	22.96	21.96
symb3master_37422	8.78	11.01	12.60	11.41
symb3master_37423	1.73	1.82	2.38	2.66
symb3master_37424	15.72	16.47	15.20	17.61
symb3master_37425	9.12	7.03	10.78	8.01
symb3master_37426	2.49	2.72	2.82	1.91
