Symbol	h24u0hetero	h24u10hetero	h24u100hetero	h24u500hetero
symb3master_14782	7.16	6.76	7.80	7.61
symb3master_14783	10.17	11.62	12.34	11.36
symb3master_14784	7.32	4.81	5.57	4.92
symb3master_14785	4.65	5.04	5.02	4.44
symb3master_14786	9.71	13.06	13.86	11.93
symb3master_14787	11.56	8.41	8.67	10.23
symb3master_14788	14.31	11.92	10.33	11.43
symb3master_14789	4.03	3.75	3.40	3.89
symb3master_14790	26.83	35.95	34.28	30.46
symb3master_14791	12.25	7.47	9.06	11.24
symb3master_14792	6.21	5.58	5.64	6.40
symb3master_14793	5.15	3.23	3.39	3.92
symb3master_14794	10.30	9.26	9.89	9.87
symb3master_14795	13.81	12.27	9.36	10.64
symb3master_14796	2.87	2.68	2.71	2.82
symb3master_14797	5.22	3.20	3.96	4.82
symb3master_14798	5.30	6.59	6.30	5.69
symb3master_14799	3.62	3.87	3.50	3.58
symb3master_14800	6.35	5.61	5.31	7.04
symb3master_14801	11.74	11.08	10.23	9.70
symb3master_14802	16.88	12.64	12.28	12.61
symb3master_14803	0.08	0.41	0.54	0.36
symb3master_14804	3.42	2.31	2.64	3.69
symb3master_14805	12.76	14.45	11.87	14.75
symb3master_14806	9.65	9.00	8.85	8.45
symb3master_14807	20.94	14.48	15.00	19.49
symb3master_14808	21.35	13.32	12.92	15.68
symb3master_14809	12.23	10.18	8.98	9.51
symb3master_14810	11.19	7.40	8.01	9.04
symb3master_14811	4.44	3.77	4.75	4.84
symb3master_14812	9.34	7.19	8.72	9.38
symb3master_14813	1.96	2.25	2.43	2.64
symb3master_14814	0.46	0.68	0.70	0.94
symb3master_14815	5.15	5.28	5.95	6.40
symb3master_14816	4.64	5.65	6.70	6.47
symb3master_14817	1.49	2.19	1.95	1.96
symb3master_14818	6.02	4.24	4.11	4.70
symb3master_14819	1.67	1.95	1.89	2.31
symb3master_14820	28.15	21.22	21.97	25.18
symb3master_14821	20.96	18.54	17.13	19.67
symb3master_14822	3.58	2.81	2.84	3.86
symb3master_14823	0.73	1.36	1.49	1.71
symb3master_14824	0.21	1.21	0.99	1.11
symb3master_14825	15.19	27.96	26.04	13.34
symb3master_14826	5.30	4.13	4.85	4.76
symb3master_14827	6.64	5.52	5.74	6.14
symb3master_14828	8.08	5.93	6.41	8.60
symb3master_14829	1.61	3.08	2.29	1.42
symb3master_14830	5.04	5.78	6.01	6.15
symb3master_14831	3.30	3.64	4.20	4.94
symb3master_14832	14.92	12.08	11.73	12.41
symb3master_14833	1.90	2.19	2.15	2.81
symb3master_14834	8.81	8.46	9.30	8.79
symb3master_14835	11.30	15.52	15.49	12.85
symb3master_14836	9.13	6.76	6.87	7.14
symb3master_14837	2.41	1.91	1.92	2.28
symb3master_14838	6.78	6.46	5.82	6.76
symb3master_14839	6.99	4.27	5.09	6.19
symb3master_14840	15.52	21.41	19.78	19.98
symb3master_14841	22.38	18.07	18.43	20.75
symb3master_14842	3.33	4.77	4.18	3.42
symb3master_14843	1.17	1.63	1.06	1.27
symb3master_14844	12.33	14.67	16.19	13.81
symb3master_14845	10.09	9.44	9.16	10.44
symb3master_14846	10.04	12.73	10.64	10.64
symb3master_14847	31.04	31.89	31.81	27.00
symb3master_14848	1.96	1.74	1.67	2.68
symb3master_14849	9.84	7.10	6.75	7.93
symb3master_14850	17.13	16.39	18.23	17.20
symb3master_14851	5.00	4.88	5.72	5.11
symb3master_14852	2.69	2.95	2.99	2.95
symb3master_14853	14.90	9.44	9.03	11.87
symb3master_14854	8.22	6.89	6.42	6.72
symb3master_14855	24.03	17.01	15.25	12.25
symb3master_14856	23.15	22.59	23.10	21.83
symb3master_14857	1.23	0.98	1.04	1.04
symb3master_14858	0.00	0.00	0.00	0.00
symb3master_14859	1.28	1.51	1.69	1.66
symb3master_14860	2.60	2.03	2.90	3.40
symb3master_14861	4.60	4.55	4.87	6.18
symb3master_14862	39.07	36.74	37.10	36.44
symb3master_14863	11.58	8.37	9.53	11.32
symb3master_14864	1.38	1.35	1.33	1.58
symb3master_14865	9.06	8.95	8.92	7.35
symb3master_14866	10.94	7.69	9.57	10.70
symb3master_14867	3.93	6.37	4.96	4.01
symb3master_14868	2.28	2.01	2.46	2.02
symb3master_14869	12.25	6.80	8.59	12.17
symb3master_14870	3.44	3.11	2.39	2.86
symb3master_14871	9.43	7.68	8.61	9.80
symb3master_14872	4.61	3.58	4.23	4.79
symb3master_14873	0.84	1.44	1.57	1.75
symb3master_14874	20.33	15.46	13.75	14.26
symb3master_14875	3.61	4.17	4.37	4.71
symb3master_14876	12.56	13.50	11.63	11.38
symb3master_14877	13.10	9.20	10.12	11.44
symb3master_14878	14.17	8.91	9.55	10.46
symb3master_14879	3.30	3.51	3.45	3.95
symb3master_14880	8.69	9.07	9.03	9.21
symb3master_14881	15.69	14.97	14.08	12.20
symb3master_14882	9.69	11.76	11.90	11.15
symb3master_14883	21.83	27.30	24.35	27.82
symb3master_14884	7.29	8.40	7.75	7.51
symb3master_14885	11.21	11.07	12.16	11.93
symb3master_14886	2.60	2.23	2.29	2.50
symb3master_14887	11.27	13.55	13.22	11.24
symb3master_14888	58.11	54.98	51.02	47.97
symb3master_14889	1.93	1.60	2.22	1.40
symb3master_14891	19.40	15.21	14.94	17.12
symb3master_14892	7.66	4.05	5.10	5.35
symb3master_14893	14.97	11.35	11.81	14.37
symb3master_14894	2.79	1.47	2.68	2.58
symb3master_14895	6.20	6.93	7.84	6.75
symb3master_14896	7.25	5.90	5.78	7.20
symb3master_14897	6.51	6.01	6.50	8.53
symb3master_14898	2.20	1.44	1.44	2.05
symb3master_14899	0.67	0.68	0.68	0.74
symb3master_14900	3.29	2.92	2.49	3.06
symb3master_14901	2.87	2.02	2.66	3.14
symb3master_14902	19.45	20.96	18.73	17.48
symb3master_14903	6.55	5.57	5.78	5.65
symb3master_14904	10.22	10.94	10.07	11.29
symb3master_14905	9.47	5.86	7.36	7.92
symb3master_14906	24.91	27.18	26.63	28.20
symb3master_14907	4.78	4.56	4.45	4.15
symb3master_14908	3.91	2.98	2.81	3.98
symb3master_14909	9.90	9.03	9.50	8.38
symb3master_14910	14.12	13.99	13.24	14.19
symb3master_14911	1.89	1.91	1.86	2.32
symb3master_14912	7.67	5.23	5.96	7.17
symb3master_14913	12.19	10.76	11.12	11.80
symb3master_14914	5.57	4.58	5.19	5.87
symb3master_14915	4.37	4.27	4.80	4.87
symb3master_14916	3.13	2.02	2.88	2.74
symb3master_14917	10.86	10.15	9.48	10.29
symb3master_14918	2.59	4.10	3.61	4.25
symb3master_14919	0.74	1.24	1.53	1.13
symb3master_14920	0.75	1.40	1.80	1.65
symb3master_14921	0.09	0.10	0.19	0.35
symb3master_14922	11.90	10.11	10.24	10.59
symb3master_14923	4.61	3.23	4.13	3.87
symb3master_14924	1.27	1.02	1.29	1.52
symb3master_14925	15.68	12.28	12.59	11.11
symb3master_14926	9.90	9.34	10.68	12.39
symb3master_14927	11.90	10.43	11.08	14.93
symb3master_14928	62.46	68.62	71.97	68.40
symb3master_14929	6.94	6.15	4.75	5.82
symb3master_14930	12.18	11.70	10.44	11.99
symb3master_14931	8.76	5.66	6.31	6.90
symb3master_14932	8.97	11.15	9.85	10.31
symb3master_14933	6.98	5.83	6.70	7.20
symb3master_14934	13.76	14.77	12.67	11.64
symb3master_14935	3.92	3.21	3.18	3.35
symb3master_14936	1.25	2.05	2.01	1.74
symb3master_14937	0.69	0.95	0.77	1.06
symb3master_14938	2.51	3.38	3.05	2.86
symb3master_14939	0.00	0.00	0.00	0.00
symb3master_14940	3.63	3.92	3.91	4.25
symb3master_14941	13.13	17.04	16.53	15.46
symb3master_14942	1.43	1.85	1.72	1.95
symb3master_14943	6.38	5.11	4.38	6.15
symb3master_14944	5.57	3.80	4.06	4.71
symb3master_14945	4.13	3.26	2.86	3.93
symb3master_14946	9.69	8.84	8.82	10.18
symb3master_14947	11.80	11.99	12.84	11.84
symb3master_14948	26.52	19.40	23.69	16.34
symb3master_14949	8.22	8.36	8.40	7.79
symb3master_14950	16.63	20.49	22.91	20.32
symb3master_14951	2.91	2.97	3.02	2.90
symb3master_14952	13.65	16.21	13.21	14.28
symb3master_14953	5.46	3.76	4.80	5.56
symb3master_14954	2.06	1.96	1.86	2.41
symb3master_14955	11.14	10.00	8.82	10.84
symb3master_14956	19.51	17.76	17.34	16.77
symb3master_14957	1.03	1.41	1.18	1.18
symb3master_14958	4.23	4.69	4.08	5.70
symb3master_14959	8.70	10.64	9.92	8.53
symb3master_14960	13.50	11.14	11.46	12.36
symb3master_14961	13.33	11.02	12.19	12.42
symb3master_14962	6.73	6.96	9.63	10.90
symb3master_14963	2.12	1.71	1.57	2.51
symb3master_14964	3.70	3.60	3.35	4.72
symb3master_14965	4.08	3.00	3.89	4.11
symb3master_14966	3.88	3.78	3.85	4.50
symb3master_14967	18.66	16.80	17.18	18.94
symb3master_14968	7.24	6.00	4.79	4.76
symb3master_14969	8.51	7.89	9.18	7.79
symb3master_14970	18.42	21.31	21.90	18.16
symb3master_14971	7.84	8.31	8.35	9.31
symb3master_14972	4.78	5.84	5.85	6.79
symb3master_14973	2.53	2.29	2.20	2.14
symb3master_14974	1.47	1.36	1.35	1.58
symb3master_14975	0.84	1.05	0.65	0.73
symb3master_14976	23.73	18.96	17.28	17.45
symb3master_14977	4.88	7.04	7.97	7.05
symb3master_14978	7.68	7.08	7.90	7.02
symb3master_14979	13.41	15.73	16.50	13.99
symb3master_14980	19.52	18.90	18.86	20.59
symb3master_14981	2.02	2.23	2.20	2.61
symb3master_14982	7.76	10.76	11.74	12.65
symb3master_14983	4.44	3.99	3.54	3.83
symb3master_14984	12.11	12.29	13.95	12.77
symb3master_14985	1.26	1.13	1.63	1.66
symb3master_14986	1.39	1.35	1.67	2.37
symb3master_14987	24.23	31.95	31.47	29.71
symb3master_14988	8.37	6.58	6.53	8.30
symb3master_14989	4.72	6.86	7.43	6.19
symb3master_14990	4.46	3.77	4.01	4.84
symb3master_14991	9.75	8.24	10.13	10.28
symb3master_14992	6.83	7.16	7.32	8.28
symb3master_14993	6.70	7.80	8.63	8.12
symb3master_14994	15.26	14.42	13.53	16.60
symb3master_14995	25.02	14.94	16.68	18.32
symb3master_14996	5.74	4.50	4.18	4.16
symb3master_14997	10.18	13.00	12.84	11.36
symb3master_14998	13.91	16.80	17.04	16.27
symb3master_14999	6.88	6.75	6.97	8.30
symb3master_15000	13.56	13.03	13.02	13.82
symb3master_15001	4.75	4.15	4.46	5.09
symb3master_15002	6.90	4.43	4.95	6.96
symb3master_15003	24.83	18.36	22.02	23.99
symb3master_15004	4.37	4.00	3.28	4.12
symb3master_15005	6.37	3.94	3.05	3.20
symb3master_15006	11.34	11.24	10.02	10.04
symb3master_15007	4.22	2.56	2.73	3.55
symb3master_15008	21.97	21.52	17.52	15.95
symb3master_15009	4.08	3.68	2.75	3.63
symb3master_15010	10.42	9.47	9.35	11.46
symb3master_15011	0.94	1.59	1.57	1.88
symb3master_15012	8.82	10.79	10.06	9.86
symb3master_15013	8.17	6.51	6.95	6.58
symb3master_15014	4.02	4.17	4.65	4.97
symb3master_15015	2.25	1.89	1.83	1.91
symb3master_15016	19.86	23.90	23.15	23.78
symb3master_15017	27.94	31.76	30.29	31.33
symb3master_15018	39.30	48.27	43.43	33.91
symb3master_15019	7.11	5.70	5.23	5.95
symb3master_15020	28.40	32.73	32.10	34.95
symb3master_15021	1.40	1.95	1.63	1.91
symb3master_15022	3.65	2.27	1.87	2.79
symb3master_15023	2.14	5.25	6.42	4.43
symb3master_15024	3.60	3.59	3.78	4.22
symb3master_15025	17.53	14.88	15.74	15.61
symb3master_15026	12.17	11.03	11.40	12.31
symb3master_15027	49.91	49.50	47.47	51.39
symb3master_15028	5.65	3.86	3.87	3.94
symb3master_15029	9.05	9.60	11.36	11.56
symb3master_15030	3.07	2.74	2.83	2.79
symb3master_15031	4.55	4.53	5.17	4.45
symb3master_15032	13.57	15.72	15.69	15.77
symb3master_15033	50.97	46.04	45.93	47.21
symb3master_15034	1.38	1.47	1.58	1.55
symb3master_15035	0.00	0.35	0.00	0.00
symb3master_15036	1.60	2.33	1.88	2.25
symb3master_15037	7.10	5.40	5.01	5.76
symb3master_15038	3.62	3.33	3.94	3.77
symb3master_15039	6.93	7.68	6.45	6.79
symb3master_15040	6.96	6.27	7.79	8.48
symb3master_15041	14.24	11.44	10.43	12.79
symb3master_15042	13.11	15.10	14.83	13.73
symb3master_15043	7.48	4.74	4.72	6.13
symb3master_15044	3.73	3.11	3.06	4.02
symb3master_15045	3.11	2.91	2.73	3.63
symb3master_15046	14.16	13.81	13.17	15.71
symb3master_15047	27.09	21.02	17.46	17.83
symb3master_15048	7.42	9.41	10.05	9.09
symb3master_15049	7.97	9.02	9.11	9.63
symb3master_15050	18.20	6.45	7.43	10.84
symb3master_15051	12.37	13.82	12.37	13.31
symb3master_15052	8.31	8.23	6.73	5.22
symb3master_15053	5.75	6.54	5.26	5.95
symb3master_15054	8.55	6.86	6.35	6.26
symb3master_15055	6.72	7.01	7.67	7.60
symb3master_15056	7.01	5.70	6.00	7.56
symb3master_15057	11.51	8.25	9.66	9.65
symb3master_15058	8.57	9.78	11.61	10.01
symb3master_15059	19.21	22.86	26.00	29.16
symb3master_15060	13.72	10.67	11.62	13.89
symb3master_15061	8.82	8.20	9.55	10.51
symb3master_15062	6.85	4.92	5.81	6.64
symb3master_15063	5.37	5.33	5.57	6.01
symb3master_15064	41.22	30.04	31.99	34.88
symb3master_15065	13.43	9.73	10.32	10.83
symb3master_15066	18.87	17.57	17.92	18.61
symb3master_15067	9.76	7.86	8.31	11.16
symb3master_15068	7.95	6.33	6.69	8.18
symb3master_15069	9.86	6.03	5.67	5.94
symb3master_15070	9.78	10.02	7.74	9.80
symb3master_15071	10.07	9.77	8.25	9.12
symb3master_15072	8.31	8.64	7.75	7.49
symb3master_15073	7.45	6.85	8.39	7.27
symb3master_15074	29.58	29.09	28.11	28.13
symb3master_15075	7.21	5.21	6.06	5.96
symb3master_15076	11.25	6.81	6.77	8.04
symb3master_15077	5.51	5.52	4.97	6.08
symb3master_15078	1.70	1.85	1.87	1.51
symb3master_15079	5.80	5.06	5.20	5.77
symb3master_15080	16.08	10.60	15.81	17.01
symb3master_15081	9.54	8.32	7.38	8.23
symb3master_15082	7.27	6.90	7.05	7.38
symb3master_15083	0.94	0.65	0.51	1.27
symb3master_15084	5.17	4.52	4.00	3.78
symb3master_15085	6.66	5.17	5.02	4.98
symb3master_15086	4.26	2.75	3.75	4.06
symb3master_15087	6.49	7.79	6.93	7.25
symb3master_15088	9.97	13.16	13.26	11.23
symb3master_15089	7.14	7.91	7.44	7.29
symb3master_15090	10.08	8.54	8.40	8.97
symb3master_15091	2.19	2.26	2.14	2.47
symb3master_15092	7.02	6.71	6.95	7.69
symb3master_15093	1.08	1.35	1.08	1.25
symb3master_15094	12.83	11.69	13.20	13.89
symb3master_15095	4.03	3.18	3.84	4.02
symb3master_15096	6.25	6.14	7.24	9.12
symb3master_15097	4.64	4.40	4.05	4.66
symb3master_15098	9.72	14.59	13.40	11.53
symb3master_15099	4.41	3.50	4.02	5.45
symb3master_15100	7.37	5.75	5.81	5.80
symb3master_15101	1.49	1.77	1.38	1.47
symb3master_15102	16.21	13.77	12.43	14.28
symb3master_15103	16.72	12.43	12.18	16.24
symb3master_15104	9.27	8.83	9.20	9.67
symb3master_15105	1.30	1.15	1.17	1.31
symb3master_15106	13.59	11.09	12.25	13.28
symb3master_15107	13.04	13.41	12.22	13.66
symb3master_15108	13.51	14.38	14.66	15.94
symb3master_15109	0.80	0.91	0.96	0.88
symb3master_15110	35.04	24.40	30.07	30.08
symb3master_15111	19.68	20.77	18.73	21.16
symb3master_15112	6.80	7.05	7.27	7.78
symb3master_15113	4.03	2.09	2.29	2.84
symb3master_15114	12.59	9.65	9.47	9.65
symb3master_15115	3.62	2.88	2.55	2.92
symb3master_15116	2.35	2.48	2.98	3.01
symb3master_15117	12.59	9.12	10.49	11.67
symb3master_15118	24.27	14.39	14.83	17.38
symb3master_15119	9.35	6.72	6.09	7.02
symb3master_15120	11.19	9.76	10.64	11.84
symb3master_15121	56.97	50.34	52.64	55.14
symb3master_15122	9.89	11.89	11.53	10.76
symb3master_15123	2.39	2.12	2.03	2.73
symb3master_15124	8.36	9.71	8.42	7.59
symb3master_15125	17.33	20.83	18.60	18.11
symb3master_15126	5.57	5.11	5.93	6.20
symb3master_15127	0.84	1.32	1.53	1.22
symb3master_15128	12.26	13.06	13.30	13.67
symb3master_15129	1.67	1.65	1.60	1.77
symb3master_15130	29.87	26.43	27.32	33.27
symb3master_15131	4.74	3.96	3.91	4.30
symb3master_15132	9.32	9.48	9.29	11.24
symb3master_15133	1.20	1.21	1.16	1.00
symb3master_15134	15.43	16.45	16.76	17.43
symb3master_15135	4.13	3.10	3.00	3.85
symb3master_15136	28.07	30.20	27.27	28.41
symb3master_15137	16.10	15.79	17.63	18.67
symb3master_15138	0.90	1.09	0.87	1.14
symb3master_15139	16.64	17.53	17.09	17.49
symb3master_15140	7.81	6.90	6.96	8.91
symb3master_15141	6.65	5.59	5.56	6.49
symb3master_15142	49.57	58.47	62.82	58.18
symb3master_15143	0.98	1.44	1.10	1.18
symb3master_15144	11.54	11.12	13.34	13.44
symb3master_15145	16.76	19.65	17.33	18.29
symb3master_15146	7.68	6.77	6.42	7.19
symb3master_15147	15.80	15.39	14.37	14.09
symb3master_15148	8.91	10.54	12.27	11.56
symb3master_15149	1.28	1.67	1.61	1.77
symb3master_15150	15.48	10.33	10.60	12.62
symb3master_15151	21.87	24.73	25.94	22.86
symb3master_15152	13.31	15.17	12.91	14.92
symb3master_15153	3.76	5.04	5.05	5.63
symb3master_15154	17.65	23.36	23.69	21.45
symb3master_15155	11.91	12.75	10.98	10.40
symb3master_15156	0.38	0.76	1.10	1.20
symb3master_15157	9.30	8.01	9.18	9.55
symb3master_15158	3.41	1.10	2.04	3.95
symb3master_15159	23.79	18.18	21.18	22.12
symb3master_15160	21.70	21.10	19.64	22.18
symb3master_15161	10.47	11.52	11.69	12.00
symb3master_15162	2.27	2.39	2.29	2.36
symb3master_15163	4.85	4.97	5.40	5.93
symb3master_15164	9.82	13.14	13.15	12.42
symb3master_15165	5.14	5.09	4.48	3.74
symb3master_15166	1.89	2.06	2.38	2.41
symb3master_15167	28.73	35.11	35.48	33.19
symb3master_15168	55.62	44.21	44.36	45.92
symb3master_15169	8.64	5.50	5.35	6.41
symb3master_15170	10.19	6.59	6.32	8.31
symb3master_15171	9.07	9.23	9.43	9.30
symb3master_15172	19.13	14.29	13.75	13.80
symb3master_15173	11.19	9.32	9.86	9.45
symb3master_15174	0.83	1.01	0.68	0.89
symb3master_15175	7.92	6.75	6.86	8.26
symb3master_15176	30.61	30.07	28.53	32.87
symb3master_15177	2.92	2.07	2.30	2.96
symb3master_15178	58.61	42.47	40.06	39.39
symb3master_15179	6.30	5.46	5.35	5.92
symb3master_15180	12.64	17.90	18.50	15.97
symb3master_15181	9.61	6.86	7.54	7.81
symb3master_15182	7.85	5.27	5.01	5.80
symb3master_15183	0.64	0.89	0.80	0.92
symb3master_15184	13.87	13.66	13.38	14.61
symb3master_15185	14.96	10.52	10.43	14.38
symb3master_15186	32.67	31.24	30.44	29.19
symb3master_15187	1.04	1.15	1.04	1.35
symb3master_15188	9.86	7.49	6.19	6.74
symb3master_15189	14.73	12.61	13.24	14.64
symb3master_15190	1.11	1.48	1.72	1.67
symb3master_15191	4.60	3.79	4.88	7.31
symb3master_15192	1.00	0.85	1.31	2.73
symb3master_15193	0.00	0.00	0.10	0.00
symb3master_15194	5.31	4.63	3.97	4.09
symb3master_15195	0.71	1.47	0.80	0.98
symb3master_15196	4.65	5.64	5.55	5.38
symb3master_15197	14.56	15.84	15.80	16.51
symb3master_15198	3.46	1.95	2.46	2.78
symb3master_15199	2.37	2.12	1.99	2.09
symb3master_15200	5.40	4.31	4.17	4.76
symb3master_15201	6.99	5.51	6.85	6.30
symb3master_15202	4.44	2.95	3.35	4.27
symb3master_15203	5.05	4.16	4.28	5.57
symb3master_15204	2.88	2.77	2.67	3.38
symb3master_15205	3.49	2.82	2.42	2.81
symb3master_15206	6.92	5.97	5.98	6.91
symb3master_15207	32.88	37.44	40.90	36.52
symb3master_15208	43.01	47.45	50.31	46.74
symb3master_15209	9.92	11.81	12.48	12.02
symb3master_15210	19.64	19.07	20.39	19.64
symb3master_15211	12.43	15.72	15.19	14.45
symb3master_15212	1.70	1.48	1.23	1.95
symb3master_15213	4.41	3.76	3.27	4.25
symb3master_15214	8.49	5.32	5.45	7.00
symb3master_15215	19.55	14.11	16.00	20.83
symb3master_15216	9.57	6.74	6.61	6.80
symb3master_15217	15.41	12.23	13.63	13.71
symb3master_15218	13.28	13.15	11.75	10.73
symb3master_15219	23.73	27.00	26.59	25.38
symb3master_15220	3.18	3.57	2.21	2.65
symb3master_15221	15.96	15.00	14.69	17.18
symb3master_15222	17.89	16.54	17.54	20.06
symb3master_15223	5.73	4.51	4.62	5.15
symb3master_15224	5.63	4.32	4.37	4.79
symb3master_15225	15.67	17.57	17.79	17.63
symb3master_15226	4.43	4.19	4.14	2.65
symb3master_15227	13.99	20.00	16.70	13.32
symb3master_15228	15.64	12.33	12.16	13.89
symb3master_15229	1.82	2.42	2.55	2.01
symb3master_15230	7.46	8.20	9.96	10.35
symb3master_15231	3.45	8.19	6.97	4.68
symb3master_15232	9.13	8.34	9.33	9.12
symb3master_15233	9.56	7.22	5.40	8.81
symb3master_15234	4.30	3.55	4.01	4.63
symb3master_15235	15.62	16.34	16.06	15.48
symb3master_15236	2.62	2.35	2.15	2.77
symb3master_15237	10.87	6.98	6.50	8.33
symb3master_15238	14.44	11.41	13.08	13.78
symb3master_15239	7.18	4.59	5.45	6.34
symb3master_15240	14.26	20.20	18.72	17.19
symb3master_15241	3.71	4.49	4.64	4.60
symb3master_15242	7.20	9.20	9.48	8.51
symb3master_15243	8.13	7.39	7.23	9.36
symb3master_15244	14.21	11.80	13.35	14.16
symb3master_15245	2.12	2.93	2.05	2.54
symb3master_15246	8.59	6.25	6.04	7.59
symb3master_15247	10.43	9.45	9.11	9.38
symb3master_15248	11.72	11.04	10.94	11.93
symb3master_15249	5.05	4.10	4.16	4.68
symb3master_15250	8.27	6.71	8.63	11.16
symb3master_15251	12.24	9.60	7.88	9.53
symb3master_15252	8.36	8.98	7.67	7.91
symb3master_15253	26.47	23.10	24.91	26.32
symb3master_15254	4.68	5.28	4.28	4.39
symb3master_15255	18.68	21.59	19.79	19.68
symb3master_15256	4.80	5.85	6.03	5.48
symb3master_15257	18.36	13.52	13.86	15.87
symb3master_15258	16.57	17.84	14.13	16.45
symb3master_15259	10.07	7.72	6.62	8.01
symb3master_15260	5.31	4.25	3.80	5.94
symb3master_15261	12.36	7.60	7.36	8.30
symb3master_15262	9.01	6.70	6.28	6.98
symb3master_15263	27.43	18.72	19.02	24.37
symb3master_15264	18.66	19.17	17.61	16.79
symb3master_15265	40.77	43.28	47.10	38.84
symb3master_15266	8.01	7.57	8.22	8.43
symb3master_15267	4.70	3.57	3.32	3.94
symb3master_15268	8.16	9.31	8.68	8.31
symb3master_15269	1.86	3.06	3.14	3.37
symb3master_15270	6.49	4.15	4.35	5.03
symb3master_15271	4.50	4.51	3.66	3.73
symb3master_15272	0.40	1.16	1.73	1.19
symb3master_15273	5.78	4.81	4.60	5.56
symb3master_15274	9.06	6.12	7.04	8.80
symb3master_15275	8.67	11.44	10.99	9.89
symb3master_15276	7.87	5.12	6.50	5.96
symb3master_15277	7.57	9.41	8.49	9.68
symb3master_15278	8.63	5.47	7.83	7.99
symb3master_15279	9.35	7.50	7.53	6.93
symb3master_15280	4.15	2.97	2.97	4.17
symb3master_15281	7.11	5.38	5.63	6.83
symb3master_15282	8.93	7.31	7.38	7.84
symb3master_15283	12.85	8.38	9.63	11.21
symb3master_15284	8.11	4.85	4.45	6.48
symb3master_15285	10.67	9.96	11.25	11.16
symb3master_15286	36.03	31.15	35.31	35.93
symb3master_15287	14.55	10.88	10.96	13.19
symb3master_15288	3.79	3.37	2.74	3.08
symb3master_15289	4.09	2.79	2.85	3.06
symb3master_15290	3.71	2.56	2.51	2.32
symb3master_15291	1.47	0.82	1.16	1.21
symb3master_15292	14.67	19.30	17.15	12.87
symb3master_15293	2.25	1.56	2.64	2.86
symb3master_15294	6.04	4.33	5.41	6.74
symb3master_15295	9.85	9.56	9.96	12.01
symb3master_15296	5.99	4.53	4.63	5.55
symb3master_15297	0.38	0.82	0.98	0.85
symb3master_15298	5.39	4.09	4.14	5.34
symb3master_15299	3.15	3.00	3.45	4.03
symb3master_15300	24.53	31.09	32.38	29.52
symb3master_15301	3.43	3.27	2.95	3.63
symb3master_15302	3.32	2.44	2.51	3.33
symb3master_15303	4.54	4.12	4.43	5.92
symb3master_15304	11.23	16.17	13.95	9.85
symb3master_15305	11.36	12.48	11.85	7.99
symb3master_15306	11.03	8.39	9.11	10.82
symb3master_15307	15.14	19.40	17.45	20.61
symb3master_15308	36.88	35.42	22.32	27.42
symb3master_15309	9.32	6.92	6.50	6.43
symb3master_15310	6.28	7.14	7.14	7.16
symb3master_15311	15.05	14.52	14.56	14.69
symb3master_15312	3.38	3.29	2.60	4.03
symb3master_15313	0.00	0.31	0.10	0.09
symb3master_15314	4.90	3.71	3.88	3.95
symb3master_15315	3.99	2.51	2.96	3.24
symb3master_15316	3.87	2.47	3.11	3.08
symb3master_15317	12.88	35.46	34.70	31.90
symb3master_15318	0.26	0.75	0.65	0.68
symb3master_15319	7.64	7.04	7.67	7.19
symb3master_15320	5.77	6.37	6.10	6.67
symb3master_15321	4.02	3.73	3.08	3.35
symb3master_15322	11.61	9.01	9.70	11.14
symb3master_15323	6.44	3.48	3.80	4.64
symb3master_15324	9.60	8.48	8.32	10.01
symb3master_15325	1.84	3.50	3.28	2.62
symb3master_15326	0.59	0.76	1.39	1.48
symb3master_15327	0.83	1.76	1.84	2.16
symb3master_15328	0.13	0.80	0.78	0.84
symb3master_15329	3.55	4.07	5.05	4.57
symb3master_15330	24.95	23.83	26.35	21.03
symb3master_15331	10.85	8.84	9.78	11.84
symb3master_15332	13.61	13.44	12.68	14.45
symb3master_15333	8.39	5.08	5.44	6.19
symb3master_15334	8.30	8.30	9.64	9.70
symb3master_15335	10.10	9.27	8.72	8.98
symb3master_15336	2.55	4.70	4.66	3.51
symb3master_15337	14.33	13.03	13.81	14.34
symb3master_15338	4.91	3.02	3.43	5.21
symb3master_15339	10.38	13.06	11.51	12.94
symb3master_15340	27.08	19.58	18.50	25.62
symb3master_15341	2.67	2.09	2.01	2.39
