Symbol	h1u0auto	h1u10auto	h1u100auto	h1u500auto
symb3master_58956	0.61	0.86	0.13	0.72
symb3master_58957	2.80	2.02	2.24	1.88
symb3master_58958	4.17	4.54	4.24	4.46
symb3master_58959	0.56	0.28	0.35	0.35
symb3master_58960	2.61	2.79	1.93	3.58
symb3master_58961	0.75	1.43	1.58	1.15
symb3master_58962	9.79	10.35	8.73	11.36
symb3master_58963	0.31	0.86	0.45	0.07
symb3master_58964	3.32	2.69	2.79	2.90
symb3master_58965	0.00	0.07	0.19	0.14
symb3master_58966	3.03	1.82	2.28	1.89
symb3master_58967	0.32	0.37	0.16	0.24
symb3master_58969	0.91	0.68	0.72	1.25
symb3master_58970	6.49	3.81	6.48	3.84
symb3master_58972	0.00	0.11	0.00	0.00
symb3master_58973	0.48	0.37	1.05	2.51
symb3master_58974	1.30	1.64	2.24	1.14
symb3master_58975	0.60	0.51	0.48	0.04
symb3master_58976	0.16	0.45	0.38	0.29
symb3master_58977	3.18	2.28	4.86	2.37
symb3master_58978	0.07	0.25	0.40	0.24
symb3master_58979	0.16	0.10	0.12	0.00
symb3master_58980	0.69	0.71	1.14	0.83
symb3master_58981	6.66	7.03	5.63	5.29
symb3master_58982	5.31	3.85	6.03	4.65
symb3master_58983	0.64	0.12	0.15	0.17
symb3master_58984	3.10	2.89	3.01	3.43
symb3master_58985	0.19	0.18	0.22	0.28
symb3master_58986	0.35	0.19	0.60	0.25
symb3master_58987	2.99	2.05	3.07	1.91
symb3master_58988	8.59	7.20	8.35	7.23
symb3master_58989	0.44	0.11	0.00	0.22
symb3master_58990	0.45	0.77	0.26	0.44
symb3master_58991	3.77	4.28	3.90	4.05
symb3master_58992	1.99	2.27	1.63	2.55
symb3master_58993	0.33	0.19	0.43	0.22
symb3master_58994	0.53	0.28	0.60	0.65
symb3master_58995	0.08	0.27	0.43	0.51
symb3master_58997	1.40	1.18	1.35	1.07
symb3master_58998	0.67	0.99	1.63	0.44
symb3master_58999	4.43	5.93	5.35	4.30
symb3master_59000	81.93	80.90	79.24	81.00
symb3master_59001	0.93	1.14	0.95	1.00
symb3master_59002	12.31	10.59	10.30	7.76
symb3master_59003	2.91	3.33	4.24	3.70
symb3master_59004	0.77	0.21	0.27	0.14
symb3master_59005	0.43	0.52	0.27	0.67
symb3master_59006	1.29	0.93	0.72	0.34
symb3master_59007	0.15	0.07	0.00	0.32
symb3master_59008	1.29	2.11	1.10	1.72
symb3master_59009	0.44	0.52	0.50	0.46
symb3master_59010	4.07	3.97	3.40	3.51
symb3master_59011	3.03	2.08	1.25	2.32
symb3master_59012	1.71	1.23	1.58	1.53
symb3master_59013	25.32	22.79	18.24	19.64
symb3master_59015	2.12	1.42	1.57	1.22
symb3master_59016	4.88	6.34	6.37	6.21
symb3master_59017	0.42	0.70	0.88	0.37
symb3master_59018	0.26	0.59	0.67	0.45
symb3master_59019	0.00	0.06	0.00	0.00
symb3master_59020	0.07	0.30	0.23	0.12
symb3master_59021	1.62	2.07	1.61	2.39
symb3master_59022	0.05	0.00	0.22	0.00
symb3master_59023	1.58	1.89	1.86	1.48
symb3master_59024	1.17	1.64	1.91	1.13
symb3master_59025	0.45	1.01	0.52	1.01
symb3master_59026	7.80	8.16	8.68	6.93
symb3master_59027	2.67	2.14	1.73	1.65
symb3master_59029	1.65	0.92	1.64	1.19
symb3master_59030	0.50	0.23	0.86	0.84
symb3master_59031	0.88	1.54	1.88	0.77
symb3master_59032	0.70	0.15	0.74	0.94
symb3master_59033	2.36	1.27	1.59	2.06
symb3master_59034	3.11	2.46	2.42	2.81
symb3master_59035	0.73	0.73	0.45	0.69
symb3master_59037	1.09	0.94	0.86	1.74
symb3master_59038	1.25	1.89	2.53	2.26
symb3master_59039	1.58	3.45	0.56	0.69
symb3master_59040	7.49	5.29	5.86	6.06
symb3master_59041	14.61	15.41	17.31	13.91
symb3master_59042	2.49	2.39	2.10	2.81
symb3master_59043	0.39	0.48	0.37	0.34
symb3master_59044	15.07	14.19	12.76	9.86
symb3master_59045	0.30	0.56	0.23	0.18
symb3master_59046	0.50	0.17	0.36	0.11
symb3master_59047	13.54	13.00	13.35	14.09
symb3master_59048	0.56	0.37	0.61	0.47
symb3master_59050	0.80	0.62	0.59	0.30
symb3master_59051	0.06	0.00	0.14	0.00
symb3master_59052	0.89	1.01	0.70	0.40
symb3master_59054	25.83	25.69	25.70	26.40
symb3master_59055	1.72	2.39	1.87	1.94
symb3master_59056	5.45	5.03	7.49	5.32
symb3master_59059	0.48	1.23	0.77	0.55
symb3master_59061	2.93	2.24	1.84	1.50
symb3master_59062	6.88	5.90	5.42	5.11
symb3master_59063	7.01	5.76	4.36	4.83
symb3master_59064	0.69	0.95	0.95	0.91
symb3master_59065	12.20	10.70	11.96	10.88
symb3master_59066	2.00	2.54	2.78	2.26
symb3master_59067	0.10	0.80	0.41	0.41
symb3master_59068	13.34	12.74	13.25	10.95
symb3master_59069	8.23	9.10	8.60	7.41
symb3master_59070	1.47	0.48	0.61	1.28
symb3master_59071	2.68	2.85	3.65	2.56
symb3master_59072	9.09	9.81	9.91	8.83
symb3master_59073	1.58	1.71	1.42	2.18
symb3master_59074	0.48	0.32	0.10	0.15
symb3master_59075	0.79	0.72	1.43	1.15
symb3master_59076	0.71	0.45	0.25	0.91
symb3master_59077	0.45	0.31	0.39	0.69
symb3master_59079	0.36	0.44	0.82	0.85
symb3master_59080	0.61	0.58	0.72	0.71
symb3master_59081	0.33	0.23	0.05	0.32
symb3master_59082	4.59	5.03	3.86	4.42
symb3master_59083	0.16	0.00	0.12	0.00
symb3master_59085	0.12	0.00	0.00	0.16
symb3master_59086	0.37	0.00	0.14	0.00
symb3master_59087	5.04	4.83	4.36	4.26
symb3master_59088	4.01	4.40	5.96	3.78
symb3master_59089	4.56	3.95	4.40	3.21
symb3master_59090	3.83	4.10	3.13	3.50
symb3master_59091	2.61	2.39	1.72	1.34
symb3master_59092	1.13	0.78	1.52	1.33
symb3master_59093	0.83	0.64	0.85	0.19
symb3master_59094	0.35	0.43	0.60	1.38
symb3master_59095	16.62	15.14	16.73	13.11
symb3master_59096	0.10	0.47	0.36	0.50
symb3master_59097	0.40	0.76	0.61	0.61
symb3master_59098	0.25	0.42	0.38	0.37
symb3master_59099	0.33	0.52	0.09	0.28
symb3master_59100	0.00	0.00	0.00	0.00
symb3master_59101	4.54	3.39	3.12	4.33
symb3master_59102	0.65	1.50	1.01	1.54
symb3master_59103	48.32	35.29	39.07	26.74
symb3master_59104	4.14	3.32	3.48	4.47
symb3master_59106	4.89	4.90	6.29	5.56
symb3master_59107	2.51	3.02	4.09	2.43
symb3master_59108	1.68	1.84	1.13	1.51
symb3master_59109	8.54	4.74	4.34	4.97
symb3master_59110	0.86	1.29	0.42	0.48
symb3master_59111	0.48	0.57	0.62	0.37
symb3master_59112	0.53	0.27	0.13	0.05
symb3master_59113	1.90	1.73	2.17	1.99
symb3master_59114	0.43	0.42	0.49	0.43
symb3master_59115	1.08	0.99	1.53	1.57
symb3master_59116	12.04	8.42	9.67	8.82
symb3master_59117	0.60	0.33	0.62	0.95
symb3master_59119	1.69	1.75	2.75	2.14
symb3master_59120	0.36	0.09	0.64	0.13
symb3master_59121	1.26	1.51	1.11	1.68
symb3master_59122	1.19	1.20	1.06	0.77
symb3master_59123	0.30	0.68	0.68	0.35
symb3master_59124	0.47	0.26	0.40	0.50
symb3master_59125	3.21	2.74	2.37	2.49
symb3master_59126	2.31	2.00	2.65	2.55
symb3master_59127	6.79	7.76	6.33	5.84
symb3master_59128	3.79	3.03	3.15	4.01
symb3master_59130	0.44	0.08	0.05	0.23
symb3master_59131	3.75	3.69	3.37	3.47
symb3master_59132	27.70	25.25	22.64	22.33
symb3master_59134	0.21	0.12	0.48	0.29
symb3master_59135	0.97	1.15	1.31	1.20
symb3master_59137	0.06	0.58	0.51	0.00
symb3master_59138	0.63	0.61	1.04	0.86
symb3master_59139	0.06	0.16	0.41	0.31
symb3master_59140	0.00	0.04	0.00	0.00
symb3master_59141	2.90	2.32	3.05	3.21
symb3master_59142	9.60	9.19	11.19	8.85
symb3master_59143	0.78	1.05	0.91	1.26
symb3master_59144	0.56	0.86	0.22	0.66
symb3master_59145	3.11	3.77	4.45	2.77
symb3master_59146	0.12	0.00	0.00	0.00
symb3master_59147	0.21	0.38	0.00	0.37
symb3master_59148	3.32	4.70	4.96	3.90
symb3master_59149	1.36	1.95	1.24	1.66
symb3master_59150	2.01	2.96	3.70	2.91
symb3master_59152	2.92	3.76	3.91	4.02
symb3master_59153	0.00	0.00	0.00	0.00
symb3master_59154	0.94	1.25	0.93	1.16
symb3master_59155	16.56	16.54	20.15	16.97
symb3master_59156	0.32	0.35	0.29	0.22
symb3master_59157	0.86	0.97	0.87	0.58
symb3master_59158	21.66	17.32	20.43	18.95
symb3master_59159	8.30	6.37	7.16	5.07
symb3master_59160	10.06	10.33	8.60	8.09
symb3master_59161	0.51	0.81	0.43	0.53
symb3master_59163	1.06	0.57	0.99	1.14
symb3master_59164	0.74	0.32	0.22	0.63
symb3master_59165	1.37	1.22	0.68	1.00
symb3master_59166	0.28	0.13	0.16	0.06
symb3master_59167	0.37	0.20	0.17	0.65
symb3master_59168	0.20	0.27	0.28	0.26
symb3master_59169	0.00	0.23	0.14	0.00
symb3master_59170	0.16	0.69	1.11	0.38
symb3master_59171	0.36	0.16	0.41	0.68
symb3master_59172	6.02	6.13	6.76	8.05
symb3master_59173	12.23	12.94	11.29	9.40
symb3master_59174	1.59	2.63	1.82	2.27
symb3master_59175	0.49	0.52	0.40	0.40
symb3master_59177	0.08	0.15	0.12	0.00
symb3master_59178	5.78	6.11	4.98	7.25
symb3master_59179	0.45	0.79	0.21	0.68
symb3master_59181	0.75	0.17	0.57	0.38
symb3master_59183	32.59	26.95	29.50	27.25
symb3master_59184	0.66	0.39	0.11	0.87
symb3master_59185	0.26	0.24	0.00	0.32
symb3master_59186	0.57	0.40	1.01	0.28
symb3master_59187	0.56	0.22	0.46	0.21
symb3master_59188	7.40	7.11	7.18	5.88
symb3master_59189	0.94	0.75	1.41	0.61
symb3master_59190	0.35	0.64	0.37	0.65
symb3master_59191	204.68	164.62	155.81	136.71
symb3master_59192	5.03	7.23	7.07	4.51
symb3master_59193	9.25	8.64	8.74	9.38
symb3master_59194	1.02	0.59	0.81	0.34
symb3master_59195	0.35	0.26	0.41	0.25
symb3master_59196	6.29	6.00	5.66	5.36
symb3master_59197	0.11	0.34	0.00	0.24
symb3master_59198	0.43	0.06	0.28	0.11
symb3master_59199	0.37	0.59	0.64	0.28
symb3master_59200	2.61	0.89	1.41	1.52
symb3master_59201	3.11	1.90	2.73	1.95
symb3master_59202	0.37	0.84	0.84	0.11
symb3master_59203	0.14	0.31	0.44	0.08
symb3master_59205	0.99	0.48	1.14	1.01
symb3master_59206	0.26	0.24	0.00	0.23
symb3master_59207	0.51	1.10	1.09	0.94
symb3master_59208	1.04	0.73	0.55	0.63
symb3master_59209	9.79	8.04	10.07	8.80
symb3master_59210	0.49	0.40	0.31	0.57
symb3master_59211	0.50	0.27	0.80	0.26
symb3master_59213	0.47	0.49	0.15	0.47
symb3master_59214	0.68	0.67	1.80	0.92
symb3master_59215	5.24	4.67	4.90	4.37
symb3master_59216	0.13	0.12	0.00	0.40
symb3master_59217	0.13	0.42	0.53	0.52
symb3master_59218	0.66	0.32	0.52	0.58
symb3master_59219	0.45	0.64	0.51	0.28
symb3master_59220	0.73	0.50	0.66	0.74
symb3master_59221	0.45	0.23	0.00	0.22
symb3master_59222	0.10	0.00	0.12	0.00
symb3master_59223	22.70	19.02	24.12	21.47
symb3master_59225	2.99	2.86	2.98	2.15
symb3master_59227	1.09	1.28	0.98	1.36
symb3master_59228	0.67	1.57	0.77	0.98
symb3master_59229	2.73	4.11	2.31	2.28
symb3master_59230	12.42	8.21	6.35	7.25
symb3master_59231	5.06	5.76	7.07	6.86
symb3master_59232	1.98	1.09	1.68	1.58
symb3master_59233	1.25	1.73	1.90	2.42
symb3master_59235	1.73	1.07	1.02	1.46
symb3master_59236	0.15	0.09	0.29	0.05
symb3master_59237	12.31	13.13	12.62	12.90
symb3master_59238	0.00	0.00	0.04	0.00
symb3master_59239	0.18	0.08	0.10	0.16
symb3master_59240	0.43	0.30	0.21	0.47
symb3master_59241	0.46	0.26	0.13	0.35
symb3master_59242	1.36	1.38	2.16	1.68
symb3master_59243	10.95	8.44	12.28	9.78
symb3master_59244	0.19	0.87	0.33	0.50
symb3master_59245	1.59	1.11	0.98	1.33
symb3master_59246	0.00	0.21	0.66	0.10
symb3master_59247	0.54	0.39	0.68	0.38
symb3master_59248	0.00	0.06	0.15	0.34
symb3master_59249	2.00	1.89	1.61	1.84
symb3master_59250	7.92	9.14	8.22	9.09
symb3master_59251	7.22	6.74	7.30	5.78
symb3master_59252	0.33	0.26	0.28	0.22
symb3master_59253	0.64	0.58	0.64	0.63
symb3master_59254	0.13	0.16	0.00	0.08
symb3master_59255	0.68	0.12	0.16	0.48
symb3master_59256	9.59	8.11	5.83	5.85
symb3master_59257	0.43	0.35	0.54	0.41
symb3master_59258	42.92	41.58	47.82	36.32
symb3master_59259	0.79	0.69	0.59	0.90
symb3master_59260	0.33	0.23	0.50	0.06
symb3master_59261	17.84	14.24	11.34	11.03
symb3master_59262	1.12	1.10	0.46	0.84
symb3master_59263	3.18	1.71	1.86	2.07
symb3master_59265	2.54	2.70	2.52	2.96
symb3master_59266	13.28	12.39	12.19	10.06
symb3master_59267	0.00	0.00	0.00	0.00
symb3master_59268	1.16	0.39	0.63	0.11
symb3master_59269	0.44	0.66	0.44	0.14
symb3master_59270	10.98	8.95	9.38	9.53
symb3master_59271	0.29	0.18	0.23	0.00
symb3master_59273	16.98	18.85	21.47	17.30
symb3master_59274	0.92	1.21	1.12	0.95
symb3master_59275	9.18	7.67	9.05	8.94
symb3master_59276	0.80	0.55	0.83	1.02
symb3master_59277	1.75	1.08	0.50	0.88
symb3master_59278	1.35	1.28	1.42	1.37
symb3master_59279	0.52	0.47	0.65	0.43
symb3master_59280	0.51	0.79	0.66	0.63
symb3master_59281	0.19	0.81	0.00	0.22
symb3master_59282	0.43	0.59	0.06	0.19
symb3master_59283	0.36	0.07	0.42	0.49
symb3master_59284	0.20	0.36	0.23	0.35
symb3master_59285	7.10	4.81	4.21	3.94
symb3master_59286	1.40	1.28	1.24	1.31
symb3master_59287	16.70	15.65	16.34	12.64
symb3master_59288	2.90	3.43	1.30	2.04
symb3master_59289	0.00	0.00	0.00	0.00
symb3master_59290	1.29	0.11	0.67	0.61
symb3master_59292	0.17	0.31	0.20	0.30
symb3master_59293	5.04	6.68	7.01	6.63
symb3master_59294	30.79	24.65	27.79	22.12
symb3master_59295	0.25	0.28	0.50	0.33
symb3master_59296	7.69	6.17	5.88	5.90
symb3master_59297	36.07	31.01	32.76	26.45
symb3master_59298	0.43	0.32	0.50	0.53
symb3master_59299	1.62	0.68	1.29	1.09
symb3master_59300	0.47	0.96	0.82	0.27
symb3master_59301	3.76	3.38	2.42	3.08
symb3master_59302	0.58	0.30	0.24	0.43
symb3master_59304	1.82	0.89	2.91	0.63
symb3master_59305	16.98	15.38	13.00	12.16
symb3master_59306	1.12	0.81	0.27	1.08
symb3master_59307	18.25	15.23	16.20	17.03
symb3master_59308	0.35	0.09	0.06	0.17
symb3master_59309	11.60	9.32	10.07	11.59
symb3master_59310	0.04	0.15	0.00	0.04
symb3master_59312	0.40	0.48	0.40	0.15
symb3master_59313	10.75	9.61	11.33	11.18
symb3master_59314	1.85	1.75	2.30	1.40
symb3master_59315	0.35	0.20	0.35	0.23
symb3master_59316	0.00	0.00	0.14	0.06
symb3master_59317	0.77	0.71	0.25	0.63
symb3master_59318	14.54	17.30	18.18	15.39
symb3master_59319	0.06	0.16	0.07	0.25
symb3master_59320	0.43	0.15	0.12	0.23
symb3master_59322	1.15	0.89	0.85	0.45
symb3master_59323	0.29	0.11	0.27	0.20
symb3master_59324	3.61	2.66	3.60	2.38
symb3master_59325	0.11	0.43	0.06	0.18
symb3master_59326	4.17	5.32	5.68	4.75
symb3master_59327	6.04	6.22	7.03	3.64
symb3master_59328	0.46	0.42	0.33	0.69
symb3master_59329	0.05	0.00	0.06	0.19
symb3master_59330	0.47	0.47	0.32	0.33
symb3master_59331	0.44	0.46	0.14	0.16
symb3master_59334	0.77	0.85	0.41	0.90
symb3master_59335	0.13	0.35	0.29	0.44
symb3master_59337	9.65	6.29	8.16	7.36
symb3master_59338	40.19	33.27	37.08	31.73
symb3master_59339	17.25	14.88	15.95	13.27
symb3master_59340	1.40	1.28	0.80	0.73
symb3master_59341	0.57	0.46	0.94	0.67
symb3master_59342	0.52	0.06	0.00	0.57
symb3master_59343	14.78	13.87	14.55	15.96
symb3master_59344	0.96	0.72	0.86	0.81
symb3master_59345	0.11	0.47	0.59	0.10
symb3master_59346	3.92	4.16	3.96	3.18
symb3master_59347	1.79	2.29	2.59	1.15
symb3master_59348	0.13	0.20	0.20	0.12
symb3master_59349	4.91	2.75	1.80	3.03
symb3master_59350	2.69	2.80	3.47	3.54
symb3master_59351	0.32	0.48	0.67	0.37
symb3master_59352	1.00	0.23	0.37	0.84
symb3master_59354	2.72	2.66	3.30	2.03
symb3master_59355	0.73	0.81	0.87	0.49
symb3master_59356	0.21	0.25	0.10	0.13
symb3master_59357	0.36	0.33	0.27	0.52
symb3master_59358	0.83	0.27	0.50	0.64
symb3master_59359	23.10	18.20	21.71	20.71
symb3master_59360	5.80	5.17	3.43	5.76
symb3master_59361	0.08	0.00	0.09	0.14
symb3master_59362	0.00	0.00	0.00	0.00
symb3master_59363	1.32	1.90	2.09	0.99
symb3master_59364	0.00	0.00	0.00	0.00
symb3master_59365	10.82	11.66	11.75	12.61
symb3master_59366	1.86	1.64	1.47	1.46
symb3master_59367	0.79	0.42	0.30	0.12
symb3master_59368	1.32	1.02	0.98	0.69
symb3master_59369	0.10	0.00	0.00	0.00
symb3master_59370	4.83	4.18	4.28	5.13
symb3master_59372	2.68	2.40	2.14	1.80
symb3master_59373	4.11	2.73	4.98	4.33
symb3master_59375	11.52	12.33	12.13	10.99
symb3master_59376	0.00	0.00	0.00	0.00
symb3master_59377	25.83	20.08	19.76	17.80
symb3master_59378	13.58	11.32	12.84	15.09
symb3master_59379	19.52	20.81	26.52	19.04
symb3master_59380	57.64	59.95	55.48	51.15
symb3master_59381	64.25	66.44	70.93	73.00
symb3master_59382	126.79	139.87	146.93	132.89
symb3master_59383	176.85	208.33	193.40	227.69
symb3master_59384	29.96	48.97	25.89	23.69
symb3master_59385	448.46	476.45	456.40	475.65
symb3master_59386	11.55	15.37	16.55	13.24
symb3master_59387	64.69	83.68	79.43	75.43
symb3master_59388	54.22	59.87	63.15	65.39
symb3master_59389	0.90	0.73	0.77	0.22
symb3master_59390	132.96	115.26	125.42	115.12
symb3master_59391	12.88	11.86	13.23	10.41
symb3master_59392	56.19	62.75	56.95	59.44
symb3master_59394	38.51	29.08	33.46	28.69
symb3master_59395	3.04	2.97	1.78	1.72
symb3master_59396	132.95	101.26	89.35	81.79
symb3master_59397	55.90	40.10	45.43	45.58
symb3master_59398	3.44	4.48	4.43	5.04
symb3master_59399	3.03	3.30	5.24	4.62
symb3master_59400	109.31	264.54	154.32	117.25
symb3master_59401	10.42	10.46	10.29	10.86
symb3master_59402	69.45	66.94	65.56	60.79
symb3master_59403	5.42	6.22	4.83	3.85
symb3master_59404	0.89	0.76	1.15	1.35
symb3master_59405	13.18	12.20	12.21	14.22
symb3master_59406	19.57	17.20	16.71	11.95
symb3master_59407	11.26	11.62	12.60	12.10
symb3master_59408	137.09	138.75	138.99	145.40
symb3master_59409	135.53	105.85	99.91	92.05
symb3master_59410	61.87	47.85	50.51	46.01
symb3master_59411	54.39	46.09	40.15	35.61
symb3master_59412	93.46	74.94	66.00	61.41
symb3master_59413	83.82	55.27	53.48	41.93
symb3master_59414	34.23	38.27	35.90	46.28
symb3master_59415	4.62	4.00	3.90	2.50
symb3master_59416	145.30	121.72	129.13	148.31
symb3master_59417	0.95	1.39	0.96	1.23
symb3master_59418	2.07	2.67	2.16	1.81
symb3master_59419	37.64	27.14	27.64	24.65
symb3master_59420	24.21	25.27	25.02	26.42
symb3master_59421	17.73	18.45	21.77	16.05
symb3master_59422	5.06	6.83	5.80	6.06
symb3master_59423	306.20	280.80	277.03	243.41
symb3master_59424	29.37	32.93	32.38	32.32
symb3master_59425	54.24	51.41	47.97	42.47
symb3master_59426	202.08	218.08	215.83	196.54
symb3master_59427	3.57	2.48	3.26	4.57
symb3master_59428	75.87	78.29	81.38	77.21
symb3master_59429	42.20	38.29	37.82	31.40
symb3master_59430	42.85	45.64	48.84	46.49
symb3master_59431	63.51	57.52	59.92	51.62
symb3master_59432	13.95	15.01	13.54	11.49
symb3master_59433	206.12	194.04	186.10	201.39
symb3master_59434	15.84	15.56	15.96	13.05
symb3master_59435	7.41	8.59	10.86	11.71
symb3master_59436	38.75	33.47	35.19	29.95
symb3master_59437	10.91	10.43	9.03	14.42
symb3master_59438	0.86	0.36	0.68	0.41
symb3master_59439	41.53	40.09	37.72	36.64
symb3master_59440	24.85	22.49	26.68	20.55
symb3master_59441	10.35	10.13	10.13	8.87
symb3master_59442	18.49	17.87	17.12	17.25
symb3master_59443	27.65	29.77	27.85	28.11
symb3master_59444	253.41	206.72	206.52	171.11
symb3master_59445	32.26	28.71	27.91	26.29
symb3master_59446	1.61	1.47	1.71	1.30
symb3master_59447	17.36	20.62	18.67	19.22
symb3master_59448	52.02	47.76	40.50	40.19
symb3master_59449	28.47	27.01	21.58	28.13
symb3master_59450	118.99	91.97	99.79	82.68
symb3master_59451	19.46	20.49	23.27	21.87
symb3master_59452	32.25	30.89	27.50	25.21
symb3master_59453	9.06	10.14	12.44	9.25
symb3master_59454	102.59	74.46	83.99	73.86
symb3master_59455	0.09	0.00	0.11	0.24
symb3master_59456	1.84	1.97	1.76	1.61
symb3master_59457	21.45	22.02	23.58	25.68
symb3master_59458	31.21	26.59	25.96	23.26
symb3master_59459	19.15	17.59	14.72	14.81
symb3master_59460	34.41	33.63	33.39	33.05
symb3master_59461	13.51	15.25	12.82	15.38
symb3master_59462	13.79	14.85	15.79	13.82
symb3master_59463	16.90	14.93	13.74	11.82
symb3master_59464	60.89	68.70	59.05	60.85
symb3master_59465	8.64	6.99	6.90	6.41
symb3master_59466	6.86	3.14	4.93	3.89
symb3master_59467	22.22	23.09	25.75	23.87
symb3master_59468	17.82	20.16	19.83	19.64
symb3master_59470	92.72	75.38	70.10	70.58
symb3master_59471	36.24	32.50	39.86	31.23
symb3master_59473	6.51	8.16	6.08	8.62
symb3master_59474	13.15	12.03	10.48	10.30
symb3master_59475	0.00	0.08	0.00	0.00
symb3master_59476	35.49	36.91	40.81	37.15
symb3master_59477	46.71	46.70	47.47	46.92
symb3master_59478	4.84	7.38	5.60	5.73
symb3master_59479	23.73	27.12	26.50	25.08
symb3master_59480	18.16	18.93	16.27	16.87
symb3master_59481	16.88	17.47	21.21	19.41
symb3master_59482	109.40	88.11	89.54	78.69
symb3master_59483	3.22	2.97	2.55	2.81
symb3master_59484	9.15	9.45	11.15	10.48
symb3master_59485	111.11	86.48	86.14	68.12
symb3master_59486	1.31	3.60	3.89	4.93
symb3master_59487	0.87	2.42	1.77	2.70
symb3master_59488	96.76	88.52	91.84	89.72
symb3master_59489	8.82	9.44	10.36	9.56
symb3master_59490	13.98	12.02	11.80	12.19
symb3master_59491	8.41	6.27	7.13	5.44
symb3master_59492	0.46	0.42	0.35	0.60
symb3master_59493	32.96	27.30	27.14	22.31
symb3master_59494	11.16	7.82	7.08	6.98
symb3master_59495	13.82	12.10	11.07	11.48
symb3master_59496	18.00	16.34	12.99	19.15
symb3master_59497	10.70	9.00	8.43	6.58
symb3master_59498	25.27	23.34	26.50	22.22
symb3master_59499	4.10	5.62	6.01	5.49
symb3master_59500	23.99	20.72	20.27	14.05
symb3master_59501	1.16	1.90	2.43	2.79
symb3master_59502	24.48	20.88	19.55	13.40
symb3master_59503	17.70	12.67	13.84	10.85
symb3master_59504	3.76	3.09	3.00	3.19
symb3master_59505	9.55	10.32	10.51	8.38
symb3master_59506	0.33	0.00	0.07	0.00
symb3master_59507	13.08	14.64	16.31	11.92
symb3master_59508	0.16	0.79	0.27	0.07
symb3master_59509	9.32	12.47	11.54	11.46
symb3master_59510	1.86	2.16	1.80	1.58
symb3master_59511	14.28	15.55	16.28	10.38
symb3master_59512	58.87	50.63	64.21	50.28
symb3master_59513	42.38	37.96	37.25	32.84
symb3master_59514	21.09	15.04	14.45	11.95
symb3master_59515	109.48	111.24	109.85	100.30
symb3master_59516	48.57	50.11	53.80	50.31
symb3master_59517	7.08	10.04	9.96	8.09
symb3master_59518	18.70	14.23	22.46	15.91
symb3master_59519	31.65	25.26	25.51	25.07
symb3master_59520	23.20	23.27	23.29	20.22
symb3master_59521	8.67	12.05	10.33	7.19
symb3master_59522	4.43	8.62	4.56	4.23
symb3master_59523	7.52	8.08	11.44	8.19
symb3master_59525	7.23	9.59	11.59	8.45
symb3master_59526	26.82	25.01	23.29	22.12
symb3master_59527	5.11	8.08	8.73	6.75
symb3master_59528	13.01	12.26	18.62	14.23
symb3master_59529	12.48	13.95	21.80	13.02
symb3master_59530	0.13	0.52	0.29	0.22
symb3master_59531	19.36	21.90	19.20	15.42
symb3master_59532	11.99	11.63	11.87	8.79
symb3master_59533	14.38	10.94	10.88	11.23
symb3master_59534	11.92	12.66	11.15	11.38
symb3master_59535	12.70	11.75	18.02	15.89
symb3master_59536	4.05	3.45	3.50	3.06
symb3master_59537	69.28	50.93	57.09	49.12
symb3master_59538	42.84	30.48	36.43	27.81
symb3master_59539	3.59	3.21	3.27	3.47
symb3master_59540	23.43	19.02	19.24	15.23
symb3master_59541	7.87	7.39	8.61	7.50
symb3master_59542	114.22	130.14	110.58	125.41
symb3master_59543	15.41	14.92	13.49	10.82
symb3master_59544	57.78	44.37	37.89	32.37
symb3master_59545	11.65	10.52	11.30	12.87
symb3master_59546	1.41	2.72	1.85	2.64
symb3master_59547	1.82	0.89	1.39	1.54
symb3master_59548	0.73	0.72	1.52	0.74
symb3master_59549	21.72	18.81	19.10	16.32
symb3master_59550	7.32	7.56	8.52	6.31
symb3master_59551	1.66	3.67	2.20	3.74
symb3master_59552	36.24	36.68	43.06	36.03
symb3master_59553	44.33	39.31	36.41	34.56
symb3master_59554	15.36	17.34	17.42	14.75
symb3master_59555	16.74	17.49	23.50	16.08
symb3master_59556	6.76	6.74	6.19	5.58
symb3master_59557	62.15	53.50	51.04	49.78
symb3master_59558	20.45	15.32	15.43	15.70
symb3master_59559	12.41	11.54	12.37	13.89
symb3master_59560	8.94	9.59	12.59	9.14
symb3master_59561	5.14	4.63	5.35	4.59
symb3master_59562	7.47	7.60	8.62	7.11
symb3master_59563	42.68	52.06	53.59	52.41
symb3master_59564	34.30	27.45	26.06	23.43
symb3master_59565	20.66	18.64	21.73	17.42
symb3master_59566	29.61	30.67	29.42	26.02
symb3master_59567	11.78	9.28	11.68	10.21
symb3master_59568	19.20	24.49	23.05	23.39
symb3master_59569	5.35	7.14	9.11	7.51
symb3master_59570	31.75	17.21	13.24	23.53
symb3master_59571	0.83	1.24	1.93	1.35
symb3master_59572	12.72	12.21	12.83	13.91
symb3master_59573	46.24	49.47	45.42	43.48
symb3master_59574	28.64	23.74	28.10	22.25
symb3master_59575	9.98	7.84	6.95	6.68
symb3master_59576	0.82	0.77	0.53	0.92
symb3master_59577	18.50	17.98	19.35	17.13
symb3master_59578	20.18	18.05	17.60	18.00
symb3master_59579	2.22	2.36	2.07	2.41
symb3master_59580	67.05	52.20	56.35	44.81
